"CRITERIOS.EnsREQM";"CRITERIOS.MediaEnsREQM";"CRITERIOS.mediaREQMSEMOS";"CRITERIOS.mediaREQMSTEMOS";"CRITERIOS.mediaREQMDGOP";"CRITERIOS.medianaREQMSEMOS";"CRITERIOS.medianaREQMSTEMOS";"CRITERIOS.medianaREQMDGOP";"CRITERIOS.EnsEAM";"CRITERIOS.MediaEnsEAM";"CRITERIOS.mediaEAMSEMOS";"CRITERIOS.mediaEAMSTEMOS";"CRITERIOS.mediaEAMDGOP";"CRITERIOS.medianaEAMSEMOS";"CRITERIOS.medianaEAMSTEMOS";"CRITERIOS.medianaEAMDGOP";"CRITERIOS.EnsWillind";"CRITERIOS.MediaEnsWillind";"CRITERIOS.mediaWillindSEMOS";"CRITERIOS.mediaWillindSTEMOS";"CRITERIOS.mediaWillindDGOP";"CRITERIOS.medianaWillindSEMOS";"CRITERIOS.medianaWillindSTEMOS";"CRITERIOS.medianaWillindDGOP"
1,69266896197271;1,71545904822724;0,896439841790508;0,877869308305674;0,883417596518799;0,933996342683218;0,886774624347513;0,903332417067538;1,38389461016949;1,43105874764595;0,722292040007878;0,688630612065294;0,692821350384526;0,755895539092697;0,703488177699985;0,719977505046287;0,522309865171464;0,507893154055981;0,772706589915364;0,8036796129321;0,803935330965769;0,759044341542898;0,801738648486879;0,793018547930176
1,3873343427227;1,81540227318144;1,27248576961662;1,35733802395695;1,34543946873228;1,21405082353885;1,28710601100492;1,27967589518696;1,15228861016949;1,59488169652946;0,983774435437238;1,04890276791859;1,03478950364561;0,927444990331321;0,968575331475728;0,960041045289824;0,653659070495896;0,512772016313391;0,488430093936548;0,493552464710465;0,493812915802377;0,48208381627239;0,487160507687951;0,482036428055553
1,6794745766211;1,46850215626387;1,07733881862395;1,09278812748174;1,08334224281942;1,1057120056319;1,11668275298711;1,11751540118975;1,35024228248587;1,11483231638418;0,872064326923482;0,876796676756085;0,866391072180502;0,875640439732476;0,880995937774634;0,874678619191772;0,5529753353653;0,50925175085006;0,62709252428449;0,636468418021344;0,646469287874877;0,605930829490483;0,619484174751146;0,619343955875033
1,66992275464999;1,46682532298444;1,1358179936241;1,07626492530822;1,09322991511221;1,20541801430522;1,15339952652144;1,17132221807102;1,31082201129944;1,15269920419693;0,855310853446381;0,835645636737411;0,847991708698226;0,898903286108753;0,882268857483909;0,893307101323527;0,558072183805482;0,595975292119962;0,689173288305852;0,73795143253627;0,734131950982367;0,662877820590293;0,706262226483995;0,701037486835362
2,45143854325628;1,8570476026857;1,19748832594981;1,18893538710009;1,19057254960174;1,22292725979842;1,22332916320364;1,22374749019037;2,02951407909605;1,46578763841808;0,946316005060113;0,938547328881814;0,940299028601989;0,948460701139502;0,94205754238532;0,94529314640913;0,497024481756299;0,515404498154115;0,567270109173352;0,581707204861692;0,580047209261574;0,558692551782218;0,564931397863466;0,561645443235614
2,72869524912722;1,99602943014335;0,944653096952783;0,952944360801362;0,945266040638956;0,915967834596867;0,916194746430819;0,913909064870934;2,19837323163842;1,66650445386064;0,727489127680748;0,739346289058058;0,732510013512042;0,706200628772676;0,721110195626725;0,708934951154984;0,403753504619947;0,456247633753617;0,651943554589436;0,659465409779438;0,665792330436064;0,649741987896168;0,665181927328592;0,66602934866458
2,64977976016451;2,17887391698804;1,25052330293098;1,24378271843848;1,24692573786449;1,27168635381782;1,27057037243616;1,27573562689299;2,17662635028248;1,85866708286252;0,984344393336424;0,978553488114087;0,979416882757987;1,00172687838068;0,998557595096044;1,0054443014234;0,396389320150852;0,481035187115103;0,604067277068116;0,623622051215498;0,618164105686689;0,598063355912157;0,612039540960276;0,604257604753327
2,55151786950738;2,31606163886562;1,21861619493617;1,21526209575479;1,20970354493946;1,22102564849418;1,21192183105932;1,20535708585441;2,07667497175141;2,00921406295399;0,963089555654561;0,961218834558424;0,956288203493101;0,95240491599013;0,948099281923768;0,942175403408071;0,469080449107724;0,503029143024676;0,665013434552246;0,678528315499995;0,681278794942466;0,653268965419549;0,670317566769004;0,674824889009337
2,33733996623184;2,6060993898941;1,09985231352596;0,936260315896131;0,917980021948978;1,025690779053;0,876534835267267;0,874597924087781;1,8899979661017;2,25441736400323;0,892783472460544;0,739404623934371;0,723849112356025;0,817093595760437;0,684682050250757;0,685154000192337;0,328026069110318;0,311781896505465;0,480588750700538;0,477292396266272;0,46595076134359;0,473602822138081;0,458472625176429;0,451180847225612
1,90155780679884;2,15643732803232;1,05239842001327;1,04489016778638;1,0395164856557;1,0190927697036;1,0477417561601;1,04844752225004;1,54921896045198;1,8204564519774;0,861829238765571;0,844221829532778;0,832257067585135;0,822083702521489;0,823207010486549;0,823847026394782;0,56387220281572;0,518761762424499;0,623389484132751;0,546940908188399;0,555848284233693;0,630777981908894;0,544809449769399;0,544846963681648
1,77546990376977;1,95887913838921;0,909499983574418;0,998165756001047;1,00382197985926;0,944499874199753;1,07437721347531;1,06860247284731;1,42513963841808;1,67016564971751;0,72499427924089;0,793196412990297;0,804519474633807;0,759565674100559;0,877310564310026;0,873393079375431;0,5146443791447;0,529272917042927;0,642006173736122;0,56571788023423;0,575672132645041;0,630582599958996;0,55647412570997;0,56048884194804
2,12041808584374;1,51657188976114;1,01952250072755;1,14254296158514;1,154268955652;1,06078168891919;1,21214103478956;1,22187285821958;1,79316927683616;1,33548478450363;0,842137499557109;0,914852213322761;0,91875673743468;0,853050169165581;0,952777450548362;0,959735273162215;0,508953702511671;0,59979777942202;0,663434130652357;0,561175453089116;0,563467877534352;0,650304384074915;0,552875316307001;0,551614457128214
1,28013787887908;1,13212937992528;0,874909602634533;0,824178464834728;0,815297171902279;0,916520981920771;0,831716842466776;0,832255067342143;0,99119363841808;0,901448974979824;0,681409189682468;0,645501682560367;0,641732536697728;0,712342163210389;0,64519191835462;0,647119060172204;0,664697041126044;0,736631130515586;0,791755926511701;0,830109800583395;0,83463366310118;0,778223332407403;0,825709368915494;0,825091338191283
