"longitude";"latitude"
-46,6361248986781;-22,9242754060231
-46,5891914616313;-22,9242754060231
-46,5422580245844;-22,9242754060231
-46,4953245875376;-22,9242754060231
-46,4483911504908;-22,9242754060231
-46,401457713444;-22,9242754060231
-46,3545242763972;-22,9242754060231
-46,3075908393504;-22,9242754060231
-46,2606574023036;-22,9242754060231
-46,2137239652568;-22,9242754060231
-46,16679052821;-22,9242754060231
-46,1198570911631;-22,9242754060231
-46,0729236541163;-22,9242754060231
-46,0259902170695;-22,9242754060231
-45,9790567800227;-22,9242754060231
-45,9321233429759;-22,9242754060231
-45,8851899059291;-22,9242754060231
-45,8382564688823;-22,9242754060231
-45,7913230318355;-22,9242754060231
-45,7443895947887;-22,9242754060231
-45,6974561577418;-22,9242754060231
-45,650522720695;-22,9242754060231
-45,6035892836482;-22,9242754060231
-45,5566558466014;-22,9242754060231
-45,5097224095546;-22,9242754060231
-45,4627889725078;-22,9242754060231
-45,415855535461;-22,9242754060231
-45,3689220984142;-22,9242754060231
-45,3219886613673;-22,9242754060231
-45,2750552243205;-22,9242754060231
-45,2281217872737;-22,9242754060231
-45,1811883502269;-22,9242754060231
-45,1342549131801;-22,9242754060231
-45,0873214761333;-22,9242754060231
-45,0403880390865;-22,9242754060231
-44,9934546020397;-22,9242754060231
-46,7299917727717;-22,8773419689763
-46,6830583357249;-22,8773419689763
-46,6361248986781;-22,8773419689763
-46,5891914616313;-22,8773419689763
-46,5422580245844;-22,8773419689763
-46,4953245875376;-22,8773419689763
-46,4483911504908;-22,8773419689763
-46,401457713444;-22,8773419689763
-46,3545242763972;-22,8773419689763
-46,3075908393504;-22,8773419689763
-46,2606574023036;-22,8773419689763
-46,2137239652568;-22,8773419689763
-46,16679052821;-22,8773419689763
-46,1198570911631;-22,8773419689763
-46,0729236541163;-22,8773419689763
-46,0259902170695;-22,8773419689763
-45,9790567800227;-22,8773419689763
-45,9321233429759;-22,8773419689763
-45,8851899059291;-22,8773419689763
-45,8382564688823;-22,8773419689763
-45,7913230318355;-22,8773419689763
-45,7443895947887;-22,8773419689763
-45,6974561577418;-22,8773419689763
-45,650522720695;-22,8773419689763
-45,6035892836482;-22,8773419689763
-45,5566558466014;-22,8773419689763
-45,5097224095546;-22,8773419689763
-45,4627889725078;-22,8773419689763
-45,415855535461;-22,8773419689763
-45,3689220984142;-22,8773419689763
-45,3219886613673;-22,8773419689763
-45,2750552243205;-22,8773419689763
-45,2281217872737;-22,8773419689763
-45,1811883502269;-22,8773419689763
-45,1342549131801;-22,8773419689763
-45,0873214761333;-22,8773419689763
-45,0403880390865;-22,8773419689763
-44,9934546020397;-22,8773419689763
-46,7299917727717;-22,8304085319295
-46,6830583357249;-22,8304085319295
-46,6361248986781;-22,8304085319295
-46,5891914616313;-22,8304085319295
-46,5422580245844;-22,8304085319295
-46,4953245875376;-22,8304085319295
-46,4483911504908;-22,8304085319295
-46,401457713444;-22,8304085319295
-46,3545242763972;-22,8304085319295
-46,3075908393504;-22,8304085319295
-46,2606574023036;-22,8304085319295
-46,2137239652568;-22,8304085319295
-46,16679052821;-22,8304085319295
-46,1198570911631;-22,8304085319295
-46,0729236541163;-22,8304085319295
-46,0259902170695;-22,8304085319295
-45,9790567800227;-22,8304085319295
-45,9321233429759;-22,8304085319295
-45,8851899059291;-22,8304085319295
-45,8382564688823;-22,8304085319295
-45,7913230318355;-22,8304085319295
-45,7443895947887;-22,8304085319295
-45,6974561577418;-22,8304085319295
-45,650522720695;-22,8304085319295
-45,6035892836482;-22,8304085319295
-45,5566558466014;-22,8304085319295
-45,5097224095546;-22,8304085319295
-45,4627889725078;-22,8304085319295
-45,415855535461;-22,8304085319295
-45,3689220984142;-22,8304085319295
-45,3219886613673;-22,8304085319295
-45,2750552243205;-22,8304085319295
-45,2281217872737;-22,8304085319295
-45,1811883502269;-22,8304085319295
-45,1342549131801;-22,8304085319295
-45,0873214761333;-22,8304085319295
-45,0403880390865;-22,8304085319295
-44,9934546020397;-22,8304085319295
-46,9177255209589;-22,7834750948827
-46,8707920839121;-22,7834750948827
-46,8238586468653;-22,7834750948827
-46,7769252098185;-22,7834750948827
-46,7299917727717;-22,7834750948827
-46,6830583357249;-22,7834750948827
-46,6361248986781;-22,7834750948827
-46,5891914616313;-22,7834750948827
-46,5422580245844;-22,7834750948827
-46,4953245875376;-22,7834750948827
-46,4483911504908;-22,7834750948827
-46,401457713444;-22,7834750948827
-46,3545242763972;-22,7834750948827
-46,3075908393504;-22,7834750948827
-46,2606574023036;-22,7834750948827
-46,2137239652568;-22,7834750948827
-46,16679052821;-22,7834750948827
-46,1198570911631;-22,7834750948827
-46,0729236541163;-22,7834750948827
-46,0259902170695;-22,7834750948827
-45,9790567800227;-22,7834750948827
-45,9321233429759;-22,7834750948827
-45,8851899059291;-22,7834750948827
-45,8382564688823;-22,7834750948827
-45,7913230318355;-22,7834750948827
-45,7443895947887;-22,7834750948827
-45,6974561577418;-22,7834750948827
-45,650522720695;-22,7834750948827
-45,6035892836482;-22,7834750948827
-45,5566558466014;-22,7834750948827
-45,5097224095546;-22,7834750948827
-45,4627889725078;-22,7834750948827
-45,415855535461;-22,7834750948827
-45,3689220984142;-22,7834750948827
-45,3219886613673;-22,7834750948827
-45,2750552243205;-22,7834750948827
-45,2281217872737;-22,7834750948827
-45,1811883502269;-22,7834750948827
-45,1342549131801;-22,7834750948827
-45,0873214761333;-22,7834750948827
-45,0403880390865;-22,7834750948827
-44,9934546020397;-22,7834750948827
-44,9465211649929;-22,7834750948827
-44,899587727946;-22,7834750948827
-44,8526542908992;-22,7834750948827
-44,8057208538524;-22,7834750948827
-44,7587874168056;-22,7834750948827
-44,7118539797588;-22,7834750948827
-44,664920542712;-22,7834750948827
-44,6179871056652;-22,7834750948827
-44,5710536686184;-22,7834750948827
-46,9177255209589;-22,7365416578359
-46,8707920839121;-22,7365416578359
-46,8238586468653;-22,7365416578359
-46,7769252098185;-22,7365416578359
-46,7299917727717;-22,7365416578359
-46,6830583357249;-22,7365416578359
-46,6361248986781;-22,7365416578359
-46,5891914616313;-22,7365416578359
-46,5422580245844;-22,7365416578359
-46,4953245875376;-22,7365416578359
-46,4483911504908;-22,7365416578359
-46,401457713444;-22,7365416578359
-46,3545242763972;-22,7365416578359
-46,3075908393504;-22,7365416578359
-46,2606574023036;-22,7365416578359
-46,2137239652568;-22,7365416578359
-46,16679052821;-22,7365416578359
-46,1198570911631;-22,7365416578359
-46,0729236541163;-22,7365416578359
-46,0259902170695;-22,7365416578359
-45,9790567800227;-22,7365416578359
-45,9321233429759;-22,7365416578359
-45,8851899059291;-22,7365416578359
-45,8382564688823;-22,7365416578359
-45,7913230318355;-22,7365416578359
-45,7443895947887;-22,7365416578359
-45,6974561577418;-22,7365416578359
-45,650522720695;-22,7365416578359
-45,6035892836482;-22,7365416578359
-45,5566558466014;-22,7365416578359
-45,5097224095546;-22,7365416578359
-45,4627889725078;-22,7365416578359
-45,415855535461;-22,7365416578359
-45,3689220984142;-22,7365416578359
-45,3219886613673;-22,7365416578359
-45,2750552243205;-22,7365416578359
-45,2281217872737;-22,7365416578359
-45,1811883502269;-22,7365416578359
-45,1342549131801;-22,7365416578359
-45,0873214761333;-22,7365416578359
-45,0403880390865;-22,7365416578359
-44,9934546020397;-22,7365416578359
-44,9465211649929;-22,7365416578359
-44,899587727946;-22,7365416578359
-44,8526542908992;-22,7365416578359
-44,8057208538524;-22,7365416578359
-44,7587874168056;-22,7365416578359
-44,7118539797588;-22,7365416578359
-44,664920542712;-22,7365416578359
-44,6179871056652;-22,7365416578359
-44,5710536686184;-22,7365416578359
-46,9177255209589;-22,6896082207891
-46,8707920839121;-22,6896082207891
-46,8238586468653;-22,6896082207891
-46,7769252098185;-22,6896082207891
-46,7299917727717;-22,6896082207891
-46,6830583357249;-22,6896082207891
-46,6361248986781;-22,6896082207891
-46,5891914616313;-22,6896082207891
-46,5422580245844;-22,6896082207891
-46,4953245875376;-22,6896082207891
-46,4483911504908;-22,6896082207891
-46,401457713444;-22,6896082207891
-46,3545242763972;-22,6896082207891
-46,3075908393504;-22,6896082207891
-46,2606574023036;-22,6896082207891
-46,2137239652568;-22,6896082207891
-46,16679052821;-22,6896082207891
-46,1198570911631;-22,6896082207891
-46,0729236541163;-22,6896082207891
-46,0259902170695;-22,6896082207891
-45,9790567800227;-22,6896082207891
-45,9321233429759;-22,6896082207891
-45,8851899059291;-22,6896082207891
-45,8382564688823;-22,6896082207891
-45,7913230318355;-22,6896082207891
-45,7443895947887;-22,6896082207891
-45,6974561577418;-22,6896082207891
-45,650522720695;-22,6896082207891
-45,6035892836482;-22,6896082207891
-45,5566558466014;-22,6896082207891
-45,5097224095546;-22,6896082207891
-45,4627889725078;-22,6896082207891
-45,415855535461;-22,6896082207891
-45,3689220984142;-22,6896082207891
-45,3219886613673;-22,6896082207891
-45,2750552243205;-22,6896082207891
-45,2281217872737;-22,6896082207891
-45,1811883502269;-22,6896082207891
-45,1342549131801;-22,6896082207891
-45,0873214761333;-22,6896082207891
-45,0403880390865;-22,6896082207891
-44,9934546020397;-22,6896082207891
-44,9465211649929;-22,6896082207891
-44,899587727946;-22,6896082207891
-44,8526542908992;-22,6896082207891
-44,8057208538524;-22,6896082207891
-44,7587874168056;-22,6896082207891
-44,7118539797588;-22,6896082207891
-44,664920542712;-22,6896082207891
-44,6179871056652;-22,6896082207891
-44,5710536686184;-22,6896082207891
-47,0585258320994;-22,6426747837423
-47,0115923950526;-22,6426747837423
-46,9646589580057;-22,6426747837423
-46,9177255209589;-22,6426747837423
-46,8707920839121;-22,6426747837423
-46,8238586468653;-22,6426747837423
-46,7769252098185;-22,6426747837423
-46,7299917727717;-22,6426747837423
-46,6830583357249;-22,6426747837423
-46,6361248986781;-22,6426747837423
-46,5891914616313;-22,6426747837423
-46,5422580245844;-22,6426747837423
-46,4953245875376;-22,6426747837423
-46,4483911504908;-22,6426747837423
-46,401457713444;-22,6426747837423
-46,3545242763972;-22,6426747837423
-46,3075908393504;-22,6426747837423
-46,2606574023036;-22,6426747837423
-46,2137239652568;-22,6426747837423
-46,16679052821;-22,6426747837423
-46,1198570911631;-22,6426747837423
-46,0729236541163;-22,6426747837423
-46,0259902170695;-22,6426747837423
-45,9790567800227;-22,6426747837423
-45,9321233429759;-22,6426747837423
-45,8851899059291;-22,6426747837423
-45,8382564688823;-22,6426747837423
-45,7913230318355;-22,6426747837423
-45,7443895947887;-22,6426747837423
-45,6974561577418;-22,6426747837423
-45,650522720695;-22,6426747837423
-45,6035892836482;-22,6426747837423
-45,5566558466014;-22,6426747837423
-45,5097224095546;-22,6426747837423
-45,4627889725078;-22,6426747837423
-45,415855535461;-22,6426747837423
-45,3689220984142;-22,6426747837423
-45,3219886613673;-22,6426747837423
-45,2750552243205;-22,6426747837423
-45,2281217872737;-22,6426747837423
-45,1811883502269;-22,6426747837423
-45,1342549131801;-22,6426747837423
-45,0873214761333;-22,6426747837423
-45,0403880390865;-22,6426747837423
-44,9934546020397;-22,6426747837423
-44,9465211649929;-22,6426747837423
-44,899587727946;-22,6426747837423
-44,8526542908992;-22,6426747837423
-44,8057208538524;-22,6426747837423
-44,7587874168056;-22,6426747837423
-44,7118539797588;-22,6426747837423
-44,664920542712;-22,6426747837423
-44,6179871056652;-22,6426747837423
-44,5710536686184;-22,6426747837423
-44,5241202315716;-22,6426747837423
-44,4771867945247;-22,6426747837423
-44,4302533574779;-22,6426747837423
-44,3833199204311;-22,6426747837423
-44,3363864833843;-22,6426747837423
-44,2894530463375;-22,6426747837423
-44,2425196092907;-22,6426747837423
-44,1955861722439;-22,6426747837423
-44,1486527351971;-22,6426747837423
-44,1017192981503;-22,6426747837423
-47,0585258320994;-22,5957413466955
-47,0115923950526;-22,5957413466955
-46,9646589580057;-22,5957413466955
-46,9177255209589;-22,5957413466955
-46,8707920839121;-22,5957413466955
-46,8238586468653;-22,5957413466955
-46,7769252098185;-22,5957413466955
-46,7299917727717;-22,5957413466955
-46,6830583357249;-22,5957413466955
-46,6361248986781;-22,5957413466955
-46,5891914616313;-22,5957413466955
-46,5422580245844;-22,5957413466955
-46,4953245875376;-22,5957413466955
-46,4483911504908;-22,5957413466955
-46,401457713444;-22,5957413466955
-46,3545242763972;-22,5957413466955
-46,3075908393504;-22,5957413466955
-46,2606574023036;-22,5957413466955
-46,2137239652568;-22,5957413466955
-46,16679052821;-22,5957413466955
-46,1198570911631;-22,5957413466955
-46,0729236541163;-22,5957413466955
-46,0259902170695;-22,5957413466955
-45,9790567800227;-22,5957413466955
-45,9321233429759;-22,5957413466955
-45,8851899059291;-22,5957413466955
-45,8382564688823;-22,5957413466955
-45,7913230318355;-22,5957413466955
-45,7443895947887;-22,5957413466955
-45,6974561577418;-22,5957413466955
-45,650522720695;-22,5957413466955
-45,6035892836482;-22,5957413466955
-45,5566558466014;-22,5957413466955
-45,5097224095546;-22,5957413466955
-45,4627889725078;-22,5957413466955
-45,415855535461;-22,5957413466955
-45,3689220984142;-22,5957413466955
-45,3219886613673;-22,5957413466955
-45,2750552243205;-22,5957413466955
-45,2281217872737;-22,5957413466955
-45,1811883502269;-22,5957413466955
-45,1342549131801;-22,5957413466955
-45,0873214761333;-22,5957413466955
-45,0403880390865;-22,5957413466955
-44,9934546020397;-22,5957413466955
-44,9465211649929;-22,5957413466955
-44,899587727946;-22,5957413466955
-44,8526542908992;-22,5957413466955
-44,8057208538524;-22,5957413466955
-44,7587874168056;-22,5957413466955
-44,7118539797588;-22,5957413466955
-44,664920542712;-22,5957413466955
-44,6179871056652;-22,5957413466955
-44,5710536686184;-22,5957413466955
-44,5241202315716;-22,5957413466955
-44,4771867945247;-22,5957413466955
-44,4302533574779;-22,5957413466955
-44,3833199204311;-22,5957413466955
-44,3363864833843;-22,5957413466955
-44,2894530463375;-22,5957413466955
-44,2425196092907;-22,5957413466955
-44,1955861722439;-22,5957413466955
-44,1486527351971;-22,5957413466955
-44,1017192981503;-22,5957413466955
-47,0585258320994;-22,5488079096486
-47,0115923950526;-22,5488079096486
-46,9646589580057;-22,5488079096486
-46,9177255209589;-22,5488079096486
-46,8707920839121;-22,5488079096486
-46,8238586468653;-22,5488079096486
-46,7769252098185;-22,5488079096486
-46,7299917727717;-22,5488079096486
-46,6830583357249;-22,5488079096486
-46,6361248986781;-22,5488079096486
-46,5891914616313;-22,5488079096486
-46,5422580245844;-22,5488079096486
-46,4953245875376;-22,5488079096486
-46,4483911504908;-22,5488079096486
-46,401457713444;-22,5488079096486
-46,3545242763972;-22,5488079096486
-46,3075908393504;-22,5488079096486
-46,2606574023036;-22,5488079096486
-46,2137239652568;-22,5488079096486
-46,16679052821;-22,5488079096486
-46,1198570911631;-22,5488079096486
-46,0729236541163;-22,5488079096486
-46,0259902170695;-22,5488079096486
-45,9790567800227;-22,5488079096486
-45,9321233429759;-22,5488079096486
-45,8851899059291;-22,5488079096486
-45,8382564688823;-22,5488079096486
-45,7913230318355;-22,5488079096486
-45,7443895947887;-22,5488079096486
-45,6974561577418;-22,5488079096486
-45,650522720695;-22,5488079096486
-45,6035892836482;-22,5488079096486
-45,5566558466014;-22,5488079096486
-45,5097224095546;-22,5488079096486
-45,4627889725078;-22,5488079096486
-45,415855535461;-22,5488079096486
-45,3689220984142;-22,5488079096486
-45,3219886613673;-22,5488079096486
-45,2750552243205;-22,5488079096486
-45,2281217872737;-22,5488079096486
-45,1811883502269;-22,5488079096486
-45,1342549131801;-22,5488079096486
-45,0873214761333;-22,5488079096486
-45,0403880390865;-22,5488079096486
-44,9934546020397;-22,5488079096486
-44,9465211649929;-22,5488079096486
-44,899587727946;-22,5488079096486
-44,8526542908992;-22,5488079096486
-44,8057208538524;-22,5488079096486
-44,7587874168056;-22,5488079096486
-44,7118539797588;-22,5488079096486
-44,664920542712;-22,5488079096486
-44,6179871056652;-22,5488079096486
-44,5710536686184;-22,5488079096486
-44,5241202315716;-22,5488079096486
-44,4771867945247;-22,5488079096486
-44,4302533574779;-22,5488079096486
-44,3833199204311;-22,5488079096486
-44,3363864833843;-22,5488079096486
-44,2894530463375;-22,5488079096486
-44,2425196092907;-22,5488079096486
-44,1955861722439;-22,5488079096486
-44,1486527351971;-22,5488079096486
-44,1017192981503;-22,5488079096486
-47,0585258320994;-22,5018744726018
-47,0115923950526;-22,5018744726018
-46,9646589580057;-22,5018744726018
-46,9177255209589;-22,5018744726018
-46,8707920839121;-22,5018744726018
-46,8238586468653;-22,5018744726018
-46,7769252098185;-22,5018744726018
-46,7299917727717;-22,5018744726018
-46,6830583357249;-22,5018744726018
-46,6361248986781;-22,5018744726018
-46,5891914616313;-22,5018744726018
-46,5422580245844;-22,5018744726018
-46,4953245875376;-22,5018744726018
-46,4483911504908;-22,5018744726018
-46,401457713444;-22,5018744726018
-46,3545242763972;-22,5018744726018
-46,3075908393504;-22,5018744726018
-46,2606574023036;-22,5018744726018
-46,2137239652568;-22,5018744726018
-46,16679052821;-22,5018744726018
-46,1198570911631;-22,5018744726018
-46,0729236541163;-22,5018744726018
-46,0259902170695;-22,5018744726018
-45,9790567800227;-22,5018744726018
-45,9321233429759;-22,5018744726018
-45,8851899059291;-22,5018744726018
-45,8382564688823;-22,5018744726018
-45,7913230318355;-22,5018744726018
-45,7443895947887;-22,5018744726018
-45,6974561577418;-22,5018744726018
-45,650522720695;-22,5018744726018
-45,6035892836482;-22,5018744726018
-45,5566558466014;-22,5018744726018
-45,5097224095546;-22,5018744726018
-45,4627889725078;-22,5018744726018
-45,415855535461;-22,5018744726018
-45,3689220984142;-22,5018744726018
-45,3219886613673;-22,5018744726018
-45,2750552243205;-22,5018744726018
-45,2281217872737;-22,5018744726018
-45,1811883502269;-22,5018744726018
-45,1342549131801;-22,5018744726018
-45,0873214761333;-22,5018744726018
-45,0403880390865;-22,5018744726018
-44,9934546020397;-22,5018744726018
-44,9465211649929;-22,5018744726018
-44,899587727946;-22,5018744726018
-44,8526542908992;-22,5018744726018
-44,8057208538524;-22,5018744726018
-44,7587874168056;-22,5018744726018
-44,7118539797588;-22,5018744726018
-44,664920542712;-22,5018744726018
-44,6179871056652;-22,5018744726018
-44,5710536686184;-22,5018744726018
-44,5241202315716;-22,5018744726018
-44,4771867945247;-22,5018744726018
-44,4302533574779;-22,5018744726018
-44,3833199204311;-22,5018744726018
-44,3363864833843;-22,5018744726018
-44,2894530463375;-22,5018744726018
-44,2425196092907;-22,5018744726018
-44,1955861722439;-22,5018744726018
-44,1486527351971;-22,5018744726018
-44,1017192981503;-22,5018744726018
-44,0547858611034;-22,5018744726018
-44,0078524240566;-22,5018744726018
-43,9609189870098;-22,5018744726018
-43,913985549963;-22,5018744726018
-43,8670521129162;-22,5018744726018
-43,8201186758694;-22,5018744726018
-43,7731852388226;-22,5018744726018
-43,7262518017758;-22,5018744726018
-43,679318364729;-22,5018744726018
-43,6323849276821;-22,5018744726018
-43,5854514906353;-22,5018744726018
-43,5385180535885;-22,5018744726018
-43,4915846165417;-22,5018744726018
-43,4446511794949;-22,5018744726018
-43,3977177424481;-22,5018744726018
-43,3507843054013;-22,5018744726018
-43,3038508683545;-22,5018744726018
-43,2569174313077;-22,5018744726018
-43,2099839942608;-22,5018744726018
-43,163050557214;-22,5018744726018
-47,0585258320994;-22,454941035555
-47,0115923950526;-22,454941035555
-46,9646589580057;-22,454941035555
-46,9177255209589;-22,454941035555
-46,8707920839121;-22,454941035555
-46,8238586468653;-22,454941035555
-46,7769252098185;-22,454941035555
-46,7299917727717;-22,454941035555
-46,6830583357249;-22,454941035555
-46,6361248986781;-22,454941035555
-46,5891914616313;-22,454941035555
-46,5422580245844;-22,454941035555
-46,4953245875376;-22,454941035555
-46,4483911504908;-22,454941035555
-46,401457713444;-22,454941035555
-46,3545242763972;-22,454941035555
-46,3075908393504;-22,454941035555
-46,2606574023036;-22,454941035555
-46,2137239652568;-22,454941035555
-46,16679052821;-22,454941035555
-46,1198570911631;-22,454941035555
-46,0729236541163;-22,454941035555
-46,0259902170695;-22,454941035555
-45,9790567800227;-22,454941035555
-45,9321233429759;-22,454941035555
-45,8851899059291;-22,454941035555
-45,8382564688823;-22,454941035555
-45,7913230318355;-22,454941035555
-45,7443895947887;-22,454941035555
-45,6974561577418;-22,454941035555
-45,650522720695;-22,454941035555
-45,6035892836482;-22,454941035555
-45,5566558466014;-22,454941035555
-45,5097224095546;-22,454941035555
-45,4627889725078;-22,454941035555
-45,415855535461;-22,454941035555
-45,3689220984142;-22,454941035555
-45,3219886613673;-22,454941035555
-45,2750552243205;-22,454941035555
-45,2281217872737;-22,454941035555
-45,1811883502269;-22,454941035555
-45,1342549131801;-22,454941035555
-45,0873214761333;-22,454941035555
-45,0403880390865;-22,454941035555
-44,9934546020397;-22,454941035555
-44,9465211649929;-22,454941035555
-44,899587727946;-22,454941035555
-44,8526542908992;-22,454941035555
-44,8057208538524;-22,454941035555
-44,7587874168056;-22,454941035555
-44,7118539797588;-22,454941035555
-44,664920542712;-22,454941035555
-44,6179871056652;-22,454941035555
-44,5710536686184;-22,454941035555
-44,5241202315716;-22,454941035555
-44,4771867945247;-22,454941035555
-44,4302533574779;-22,454941035555
-44,3833199204311;-22,454941035555
-44,3363864833843;-22,454941035555
-44,2894530463375;-22,454941035555
-44,2425196092907;-22,454941035555
-44,1955861722439;-22,454941035555
-44,1486527351971;-22,454941035555
-44,1017192981503;-22,454941035555
-44,0547858611034;-22,454941035555
-44,0078524240566;-22,454941035555
-43,9609189870098;-22,454941035555
-43,913985549963;-22,454941035555
-43,8670521129162;-22,454941035555
-43,8201186758694;-22,454941035555
-43,7731852388226;-22,454941035555
-43,7262518017758;-22,454941035555
-43,679318364729;-22,454941035555
-43,6323849276821;-22,454941035555
-43,5854514906353;-22,454941035555
-43,5385180535885;-22,454941035555
-43,4915846165417;-22,454941035555
-43,4446511794949;-22,454941035555
-43,3977177424481;-22,454941035555
-43,3507843054013;-22,454941035555
-43,3038508683545;-22,454941035555
-43,2569174313077;-22,454941035555
-43,2099839942608;-22,454941035555
-43,163050557214;-22,454941035555
-43,1161171201672;-22,454941035555
-43,0691836831204;-22,454941035555
-43,0222502460736;-22,454941035555
-42,9753168090268;-22,454941035555
-47,0585258320994;-22,4080075985082
-47,0115923950526;-22,4080075985082
