"ID","longitude","latitude"
"X1455",-45.5,-17.5
"X1456",-45.35,-17.5
"X1457",-45.2,-17.5
"X1458",-45.05,-17.5
"X1459",-44.9,-17.5
"X1460",-44.75,-17.5
"X1461",-44.6,-17.5
"X1462",-44.45,-17.5
"X1463",-44.3,-17.5
"X1464",-44.15,-17.5
"X1465",-44,-17.5
"X1466",-43.85,-17.5
"X1467",-43.7,-17.5
"X1468",-43.55,-17.5
"X1469",-43.4,-17.5
"X1470",-43.25,-17.5
"X1471",-43.1,-17.5
"X1472",-42.95,-17.5
"X1473",-42.8,-17.5
"X1474",-42.65,-17.5
"X1475",-42.5,-17.5
"X1476",-42.35,-17.5
"X1477",-42.2,-17.5
"X1478",-42.05,-17.5
"X1479",-41.9,-17.5
"X1480",-41.75,-17.5
"X1481",-41.6,-17.5
"X1482",-41.45,-17.5
"X1483",-41.3,-17.5
"X1484",-41.15,-17.5
"X1485",-41,-17.5
"X1486",-40.85,-17.5
"X1487",-40.7,-17.5
"X1488",-40.55,-17.5
"X1489",-47.45,-17.35
"X1490",-47.3,-17.35
"X1491",-47.15,-17.35
"X1492",-47,-17.35
"X1493",-46.85,-17.35
"X1494",-46.7,-17.35
"X1495",-46.55,-17.35
"X1496",-46.4,-17.35
"X1497",-46.25,-17.35
"X1498",-46.1,-17.35
"X1499",-45.95,-17.35
"X1500",-45.8,-17.35
"X1501",-45.65,-17.35
"X1502",-45.5,-17.35
"X1503",-45.35,-17.35
"X1504",-45.2,-17.35
"X1505",-45.05,-17.35
"X1506",-44.9,-17.35
"X1507",-44.75,-17.35
"X1508",-44.6,-17.35
"X1509",-44.45,-17.35
"X1510",-44.3,-17.35
"X1511",-44.15,-17.35
"X1512",-44,-17.35
"X1513",-43.85,-17.35
"X1514",-43.7,-17.35
"X1515",-43.55,-17.35
"X1516",-43.4,-17.35
"X1517",-43.25,-17.35
"X1518",-43.1,-17.35
"X1519",-42.95,-17.35
"X1520",-42.8,-17.35
"X1521",-42.65,-17.35
"X1522",-42.5,-17.35
"X1523",-42.35,-17.35
"X1524",-42.2,-17.35
"X1525",-42.05,-17.35
"X1526",-41.9,-17.35
"X1527",-41.75,-17.35
"X1528",-41.6,-17.35
"X1529",-41.45,-17.35
"X1530",-41.3,-17.35
"X1531",-41.15,-17.35
"X1532",-41,-17.35
"X1533",-40.85,-17.35
"X1534",-40.7,-17.35
"X1535",-47.3,-17.2
"X1536",-47.15,-17.2
"X1537",-47,-17.2
"X1538",-46.85,-17.2
"X1539",-46.7,-17.2
"X1540",-46.55,-17.2
"X1541",-46.4,-17.2
"X1542",-46.25,-17.2
"X1543",-46.1,-17.2
"X1544",-45.95,-17.2
"X1545",-45.8,-17.2
"X1546",-45.65,-17.2
"X1547",-45.5,-17.2
"X1548",-45.35,-17.2
"X1549",-45.2,-17.2
"X1550",-45.05,-17.2
"X1551",-44.9,-17.2
"X1552",-44.75,-17.2
"X1553",-44.6,-17.2
"X1554",-44.45,-17.2
"X1555",-44.3,-17.2
"X1556",-44.15,-17.2
"X1557",-44,-17.2
"X1558",-43.85,-17.2
"X1559",-43.7,-17.2
"X1560",-43.55,-17.2
"X1561",-43.4,-17.2
"X1562",-43.25,-17.2
"X1563",-43.1,-17.2
"X1564",-42.95,-17.2
"X1565",-42.8,-17.2
"X1566",-42.65,-17.2
"X1567",-42.5,-17.2
"X1568",-42.35,-17.2
"X1569",-42.2,-17.2
"X1570",-42.05,-17.2
"X1571",-41.9,-17.2
"X1572",-41.75,-17.2
"X1573",-41.6,-17.2
"X1574",-41.45,-17.2
"X1575",-41.3,-17.2
"X1576",-41.15,-17.2
"X1577",-41,-17.2
"X1578",-40.85,-17.2
"X1579",-40.7,-17.2
"X1580",-47.15,-17.05
"X1581",-47,-17.05
"X1582",-46.85,-17.05
"X1583",-46.7,-17.05
"X1584",-46.55,-17.05
"X1585",-46.4,-17.05
"X1586",-46.25,-17.05
"X1587",-46.1,-17.05
"X1588",-45.95,-17.05
"X1589",-45.8,-17.05
"X1590",-45.65,-17.05
"X1591",-45.5,-17.05
"X1592",-45.35,-17.05
"X1593",-45.2,-17.05
"X1594",-45.05,-17.05
"X1595",-44.9,-17.05
"X1596",-44.75,-17.05
"X1597",-44.6,-17.05
"X1598",-44.45,-17.05
"X1599",-44.3,-17.05
"X1600",-44.15,-17.05
"X1601",-44,-17.05
"X1602",-43.85,-17.05
"X1603",-43.7,-17.05
"X1604",-43.55,-17.05
"X1605",-43.4,-17.05
"X1606",-43.25,-17.05
"X1607",-43.1,-17.05
"X1608",-42.95,-17.05
"X1609",-42.8,-17.05
"X1610",-42.65,-17.05
"X1611",-42.5,-17.05
"X1612",-42.35,-17.05
"X1613",-42.2,-17.05
"X1614",-42.05,-17.05
"X1615",-41.9,-17.05
"X1616",-41.75,-17.05
"X1617",-41.6,-17.05
"X1618",-41.45,-17.05
"X1619",-41.3,-17.05
"X1620",-41.15,-17.05
"X1621",-41,-17.05
"X1622",-40.85,-17.05
"X1623",-40.7,-17.05
"X1624",-47.15,-16.9
"X1625",-47,-16.9
"X1626",-46.85,-16.9
"X1627",-46.7,-16.9
"X1628",-46.55,-16.9
"X1629",-46.4,-16.9
"X1630",-46.25,-16.9
"X1631",-46.1,-16.9
"X1632",-45.95,-16.9
"X1633",-45.8,-16.9
"X1634",-45.65,-16.9
"X1635",-45.5,-16.9
"X1636",-45.35,-16.9
"X1637",-45.2,-16.9
"X1638",-45.05,-16.9
"X1639",-44.9,-16.9
"X1640",-44.75,-16.9
"X1641",-44.6,-16.9
"X1642",-44.45,-16.9
"X1643",-44.3,-16.9
"X1644",-44.15,-16.9
"X1645",-44,-16.9
"X1646",-43.85,-16.9
"X1647",-43.7,-16.9
"X1648",-43.55,-16.9
"X1649",-43.4,-16.9
"X1650",-43.25,-16.9
"X1651",-43.1,-16.9
"X1652",-42.95,-16.9
"X1653",-42.8,-16.9
"X1654",-42.65,-16.9
"X1655",-42.5,-16.9
"X1656",-42.35,-16.9
"X1657",-42.2,-16.9
"X1658",-42.05,-16.9
"X1659",-41.9,-16.9
"X1660",-41.75,-16.9
"X1661",-41.6,-16.9
"X1662",-41.45,-16.9
"X1663",-41.3,-16.9
"X1664",-41.15,-16.9
"X1665",-41,-16.9
"X1666",-40.85,-16.9
"X1667",-40.7,-16.9
"X1668",-40.55,-16.9
"X1669",-47.15,-16.75
"X1670",-47,-16.75
"X1671",-46.85,-16.75
"X1672",-46.7,-16.75
"X1673",-46.55,-16.75
"X1674",-46.4,-16.75
"X1675",-46.25,-16.75
"X1676",-46.1,-16.75
"X1677",-45.95,-16.75
"X1678",-45.8,-16.75
"X1679",-45.65,-16.75
"X1680",-45.5,-16.75
"X1681",-45.35,-16.75
"X1682",-45.2,-16.75
"X1683",-45.05,-16.75
"X1684",-44.9,-16.75
"X1685",-44.75,-16.75
"X1686",-44.6,-16.75
"X1687",-44.45,-16.75
"X1688",-44.3,-16.75
"X1689",-44.15,-16.75
"X1690",-44,-16.75
"X1691",-43.85,-16.75
"X1692",-43.7,-16.75
"X1693",-43.55,-16.75
"X1694",-43.4,-16.75
"X1695",-43.25,-16.75
"X1696",-43.1,-16.75
"X1697",-42.95,-16.75
"X1698",-42.8,-16.75
"X1699",-42.65,-16.75
"X1700",-42.5,-16.75
"X1701",-42.35,-16.75
"X1702",-42.2,-16.75
"X1703",-42.05,-16.75
"X1704",-41.9,-16.75
"X1705",-41.75,-16.75
"X1706",-41.6,-16.75
"X1707",-41.45,-16.75
"X1708",-41.3,-16.75
"X1709",-41.15,-16.75
"X1710",-41,-16.75
"X1711",-40.85,-16.75
"X1712",-40.7,-16.75
"X1713",-40.55,-16.75
"X1714",-40.4,-16.75
"X1715",-47.3,-16.6
"X1716",-47.15,-16.6
"X1717",-47,-16.6
"X1718",-46.85,-16.6
"X1719",-46.7,-16.6
"X1720",-46.55,-16.6
"X1721",-46.4,-16.6
"X1722",-46.25,-16.6
"X1723",-46.1,-16.6
"X1724",-45.95,-16.6
"X1725",-45.8,-16.6
"X1726",-45.65,-16.6
"X1727",-45.5,-16.6
"X1728",-45.35,-16.6
"X1729",-45.2,-16.6
"X1730",-45.05,-16.6
"X1731",-44.9,-16.6
"X1732",-44.75,-16.6
"X1733",-44.6,-16.6
"X1734",-44.45,-16.6
"X1735",-44.3,-16.6
"X1736",-44.15,-16.6
"X1737",-44,-16.6
"X1738",-43.85,-16.6
"X1739",-43.7,-16.6
"X1740",-43.55,-16.6
"X1741",-43.4,-16.6
"X1742",-43.25,-16.6
"X1743",-43.1,-16.6
"X1744",-42.95,-16.6
"X1745",-42.8,-16.6
"X1746",-42.65,-16.6
"X1747",-42.5,-16.6
"X1748",-42.35,-16.6
"X1749",-42.2,-16.6
"X1750",-42.05,-16.6
"X1751",-41.9,-16.6
"X1752",-41.75,-16.6
"X1753",-41.6,-16.6
"X1754",-41.45,-16.6
"X1755",-41.3,-16.6
"X1756",-41.15,-16.6
"X1757",-41,-16.6
"X1758",-40.85,-16.6
"X1759",-40.7,-16.6
"X1760",-40.55,-16.6
"X1761",-40.4,-16.6
"X1762",-47.3,-16.45
"X1763",-47.15,-16.45
"X1764",-47,-16.45
"X1765",-46.85,-16.45
"X1766",-46.7,-16.45
"X1767",-46.55,-16.45
"X1768",-46.4,-16.45
"X1769",-46.25,-16.45
"X1770",-46.1,-16.45
"X1771",-45.95,-16.45
"X1772",-45.8,-16.45
"X1773",-45.65,-16.45
"X1774",-45.5,-16.45
"X1775",-45.35,-16.45
"X1776",-45.2,-16.45
"X1777",-45.05,-16.45
"X1778",-44.9,-16.45
"X1779",-44.75,-16.45
"X1780",-44.6,-16.45
"X1781",-44.45,-16.45
"X1782",-44.3,-16.45
"X1783",-44.15,-16.45
"X1784",-44,-16.45
"X1785",-43.85,-16.45
"X1786",-43.7,-16.45
"X1787",-43.55,-16.45
"X1788",-43.4,-16.45
"X1789",-43.25,-16.45
"X1790",-43.1,-16.45
"X1791",-42.95,-16.45
"X1792",-42.8,-16.45
"X1793",-42.65,-16.45
"X1794",-42.5,-16.45
"X1795",-42.35,-16.45
"X1796",-42.2,-16.45
"X1797",-42.05,-16.45
"X1798",-41.9,-16.45
"X1799",-41.75,-16.45
"X1800",-41.6,-16.45
"X1801",-41.45,-16.45
"X1802",-41.3,-16.45
"X1803",-41.15,-16.45
"X1804",-41,-16.45
"X1805",-40.85,-16.45
"X1806",-40.7,-16.45
"X1807",-40.55,-16.45
"X1808",-40.4,-16.45
"X1809",-40.25,-16.45
"X1810",-47.3,-16.3
"X1811",-47.15,-16.3
"X1812",-47,-16.3
"X1813",-46.85,-16.3
"X1814",-46.7,-16.3
"X1815",-46.55,-16.3
"X1816",-46.4,-16.3
"X1817",-46.25,-16.3
"X1818",-46.1,-16.3
"X1819",-45.95,-16.3
"X1820",-45.8,-16.3
"X1821",-45.65,-16.3
"X1822",-45.5,-16.3
"X1823",-45.35,-16.3
"X1824",-45.2,-16.3
"X1825",-45.05,-16.3
"X1826",-44.9,-16.3
"X1827",-44.75,-16.3
"X1828",-44.6,-16.3
"X1829",-44.45,-16.3
"X1830",-44.3,-16.3
"X1831",-44.15,-16.3
"X1832",-44,-16.3
"X1833",-43.85,-16.3
"X1834",-43.7,-16.3
"X1835",-43.55,-16.3
"X1836",-43.4,-16.3
"X1837",-43.25,-16.3
"X1838",-43.1,-16.3
"X1839",-42.95,-16.3
"X1840",-42.8,-16.3
"X1841",-42.65,-16.3
"X1842",-42.5,-16.3
"X1843",-42.35,-16.3
"X1844",-42.2,-16.3
"X1845",-42.05,-16.3
"X1846",-41.9,-16.3
"X1847",-41.75,-16.3
"X1848",-41.6,-16.3
"X1849",-41.45,-16.3
"X1850",-41.3,-16.3
"X1851",-41.15,-16.3
"X1852",-41,-16.3
"X1853",-40.85,-16.3
"X1854",-40.7,-16.3
"X1855",-40.55,-16.3
"X1856",-40.4,-16.3
"X1857",-40.25,-16.3
"X1858",-40.1,-16.3
"X1859",-47.3,-16.15
"X1860",-47.15,-16.15
"X1861",-47,-16.15
"X1862",-46.85,-16.15
"X1863",-46.7,-16.15
"X1864",-46.55,-16.15
"X1865",-46.4,-16.15
"X1866",-46.25,-16.15
"X1867",-46.1,-16.15
"X1868",-45.95,-16.15
"X1869",-45.8,-16.15
"X1870",-45.65,-16.15
"X1871",-45.5,-16.15
"X1872",-45.35,-16.15
"X1873",-45.2,-16.15
"X1874",-45.05,-16.15
"X1875",-44.9,-16.15
"X1876",-44.75,-16.15
"X1877",-44.6,-16.15
"X1878",-44.45,-16.15
"X1879",-44.3,-16.15
"X1880",-44.15,-16.15
"X1881",-44,-16.15
"X1882",-43.85,-16.15
"X1883",-43.7,-16.15
"X1884",-43.55,-16.15
"X1885",-43.4,-16.15
"X1886",-43.25,-16.15
"X1887",-43.1,-16.15
"X1888",-42.95,-16.15
"X1889",-42.8,-16.15
"X1890",-42.65,-16.15
"X1891",-42.5,-16.15
"X1892",-42.35,-16.15
"X1893",-42.2,-16.15
"X1894",-42.05,-16.15
"X1895",-41.9,-16.15
"X1896",-41.75,-16.15
"X1897",-41.6,-16.15
"X1898",-41.45,-16.15
"X1899",-41.3,-16.15
"X1900",-41.15,-16.15
"X1901",-41,-16.15
"X1902",-40.85,-16.15
"X1903",-40.7,-16.15
"X1904",-40.55,-16.15
"X1905",-40.4,-16.15
"X1906",-40.25,-16.15
"X1907",-40.1,-16.15
"X1908",-39.95,-16.15
"X1909",-47.15,-16
"X1910",-47,-16
"X1911",-46.85,-16
"X1912",-46.7,-16
"X1913",-46.55,-16
"X1914",-46.4,-16
"X1915",-46.25,-16
"X1916",-46.1,-16
"X1917",-45.95,-16
"X1918",-45.8,-16
"X1919",-45.65,-16
"X1920",-45.5,-16
"X1921",-45.35,-16
"X1922",-45.2,-16
"X1923",-45.05,-16
"X1924",-44.9,-16
"X1925",-44.75,-16
"X1926",-44.6,-16
"X1927",-44.45,-16
"X1928",-44.3,-16
"X1929",-44.15,-16
"X1930",-44,-16
"X1931",-43.85,-16
"X1932",-43.7,-16
"X1933",-43.55,-16
"X1934",-43.4,-16
"X1935",-43.25,-16
"X1936",-43.1,-16
"X1937",-42.95,-16
"X1938",-42.8,-16
"X1939",-42.65,-16
"X1940",-42.5,-16
"X1941",-42.35,-16
"X1942",-42.2,-16
"X1943",-42.05,-16
"X1944",-41.9,-16
"X1945",-41.75,-16
"X1946",-41.6,-16
"X1947",-41.45,-16
"X1948",-41.3,-16
"X1949",-41.15,-16
"X1950",-41,-16
"X1951",-40.85,-16
"X1952",-40.7,-16
"X1953",-40.55,-16
"X1954",-40.4,-16
"X1955",-40.25,-16
"X1956",-40.1,-16
"X1957",-39.95,-16
"X1958",-46.7,-15.85
"X1959",-46.55,-15.85
"X1960",-46.4,-15.85
"X1961",-46.25,-15.85
"X1962",-46.1,-15.85
"X1963",-45.95,-15.85
"X1964",-45.8,-15.85
"X1965",-45.65,-15.85
"X1966",-45.5,-15.85
"X1967",-45.35,-15.85
"X1968",-45.2,-15.85
"X1969",-45.05,-15.85
"X1970",-44.9,-15.85
"X1971",-44.75,-15.85
"X1972",-44.6,-15.85
"X1973",-44.45,-15.85
"X1974",-44.3,-15.85
"X1975",-44.15,-15.85
"X1976",-44,-15.85
"X1977",-43.85,-15.85
"X1978",-43.7,-15.85
"X1979",-43.55,-15.85
"X1980",-43.4,-15.85
"X1981",-43.25,-15.85
"X1982",-43.1,-15.85
"X1983",-42.95,-15.85
"X1984",-42.8,-15.85
"X1985",-42.65,-15.85
"X1986",-42.5,-15.85
"X1987",-42.35,-15.85
"X1988",-42.2,-15.85
"X1989",-42.05,-15.85
"X1990",-41.9,-15.85
"X1991",-41.75,-15.85
"X1992",-41.6,-15.85
"X1993",-41.45,-15.85
"X1994",-41.3,-15.85
"X1995",-41.15,-15.85
"X1996",-41,-15.85
"X1997",-40.85,-15.85
"X1998",-40.7,-15.85
"X1999",-40.55,-15.85
"X2000",-40.4,-15.85
"X2001",-40.25,-15.85
"X2002",-46.7,-15.7
"X2003",-46.55,-15.7
"X2004",-46.4,-15.7
"X2005",-46.25,-15.7
"X2006",-46.1,-15.7
"X2007",-45.95,-15.7
"X2008",-45.8,-15.7
"X2009",-45.65,-15.7
"X2010",-45.5,-15.7
"X2011",-45.35,-15.7
"X2012",-45.2,-15.7
"X2013",-45.05,-15.7
"X2014",-44.9,-15.7
"X2015",-44.75,-15.7
"X2016",-44.6,-15.7
"X2017",-44.45,-15.7
"X2018",-44.3,-15.7
"X2019",-44.15,-15.7
"X2020",-44,-15.7
"X2021",-43.85,-15.7
"X2022",-43.7,-15.7
"X2023",-43.55,-15.7
"X2024",-43.4,-15.7
"X2025",-43.25,-15.7
"X2026",-43.1,-15.7
"X2027",-42.95,-15.7
"X2028",-42.8,-15.7
"X2029",-42.65,-15.7
"X2030",-42.5,-15.7
"X2031",-42.35,-15.7
"X2032",-42.2,-15.7
"X2033",-42.05,-15.7
"X2034",-41.9,-15.7
"X2035",-41.75,-15.7
"X2036",-41.6,-15.7
"X2037",-41.45,-15.7
"X2038",-40.85,-15.7
"X2039",-40.7,-15.7
"X2040",-46.85,-15.55
"X2041",-46.7,-15.55
"X2042",-46.55,-15.55
"X2043",-46.4,-15.55
"X2044",-46.25,-15.55
"X2045",-46.1,-15.55
"X2046",-45.95,-15.55
"X2047",-45.8,-15.55
"X2048",-45.65,-15.55
"X2049",-45.5,-15.55
"X2050",-45.35,-15.55
"X2051",-45.2,-15.55
"X2052",-45.05,-15.55
"X2053",-44.9,-15.55
"X2054",-44.75,-15.55
"X2055",-44.6,-15.55
"X2056",-44.45,-15.55
"X2057",-44.3,-15.55
"X2058",-44.15,-15.55
"X2059",-44,-15.55
"X2060",-43.85,-15.55
"X2061",-43.7,-15.55
"X2062",-43.55,-15.55
"X2063",-43.4,-15.55
"X2064",-43.25,-15.55
"X2065",-43.1,-15.55
"X2066",-42.95,-15.55
"X2067",-42.8,-15.55
"X2068",-42.65,-15.55
"X2069",-42.5,-15.55
"X2070",-42.35,-15.55
"X2071",-42.2,-15.55
"X2072",-42.05,-15.55
"X2073",-41.9,-15.55
"X2074",-41.75,-15.55
"X2075",-41.6,-15.55
"X2076",-41.45,-15.55
"X2077",-46.85,-15.4
"X2078",-46.7,-15.4
"X2079",-46.55,-15.4
"X2080",-46.4,-15.4
"X2081",-46.25,-15.4
"X2082",-46.1,-15.4
"X2083",-45.95,-15.4
"X2084",-45.8,-15.4
"X2085",-45.65,-15.4
"X2086",-45.5,-15.4
"X2087",-45.35,-15.4
"X2088",-45.2,-15.4
"X2089",-45.05,-15.4
"X2090",-44.9,-15.4
"X2091",-44.75,-15.4
"X2092",-44.6,-15.4
"X2093",-44.45,-15.4
"X2094",-44.3,-15.4
"X2095",-44.15,-15.4
"X2096",-44,-15.4
"X2097",-43.85,-15.4
"X2098",-43.7,-15.4
"X2099",-43.55,-15.4
"X2100",-43.4,-15.4
"X2101",-43.25,-15.4
"X2102",-43.1,-15.4
"X2103",-42.95,-15.4
"X2104",-42.8,-15.4
"X2105",-42.65,-15.4
"X2106",-42.5,-15.4
"X2107",-42.35,-15.4
"X2108",-42.2,-15.4
"X2109",-42.05,-15.4
"X2110",-41.9,-15.4
"X2111",-41.75,-15.4
"X2112",-41.6,-15.4
"X2113",-46.85,-15.25
"X2114",-46.7,-15.25
"X2115",-46.55,-15.25
"X2116",-46.4,-15.25
"X2117",-46.25,-15.25
"X2118",-46.1,-15.25
"X2119",-45.95,-15.25
"X2120",-45.8,-15.25
"X2121",-45.65,-15.25
"X2122",-45.5,-15.25
"X2123",-45.35,-15.25
"X2124",-45.2,-15.25
"X2125",-45.05,-15.25
"X2126",-44.9,-15.25
"X2127",-44.75,-15.25
"X2128",-44.6,-15.25
"X2129",-44.45,-15.25
"X2130",-44.3,-15.25
"X2131",-44.15,-15.25
"X2132",-44,-15.25
"X2133",-43.85,-15.25
"X2134",-43.7,-15.25
"X2135",-43.55,-15.25
"X2136",-43.4,-15.25
"X2137",-43.25,-15.25
"X2138",-43.1,-15.25
"X2139",-42.95,-15.25
"X2140",-42.8,-15.25
"X2141",-42.65,-15.25
"X2142",-42.5,-15.25
"X2143",-42.35,-15.25
"X2144",-42.2,-15.25
"X2145",-42.05,-15.25
"X2146",-41.9,-15.25
"X2147",-41.75,-15.25
"X2148",-46.85,-15.1
"X2149",-46.7,-15.1
"X2150",-46.55,-15.1
"X2151",-46.4,-15.1
"X2152",-46.25,-15.1
"X2153",-46.1,-15.1
"X2154",-45.65,-15.1
"X2155",-45.5,-15.1
"X2156",-45.35,-15.1
"X2157",-45.2,-15.1
"X2158",-45.05,-15.1
"X2159",-44.9,-15.1
"X2160",-44.75,-15.1
"X2161",-44.6,-15.1
"X2162",-44.45,-15.1
"X2163",-44.3,-15.1
"X2164",-44.15,-15.1
"X2165",-44,-15.1
"X2166",-43.85,-15.1
"X2167",-43.7,-15.1
"X2168",-43.55,-15.1
"X2169",-43.4,-15.1
"X2170",-43.25,-15.1
"X2171",-43.1,-15.1
"X2172",-42.95,-15.1
"X2173",-42.8,-15.1
"X2174",-42.65,-15.1
"X2175",-42.5,-15.1
"X2176",-42.35,-15.1
"X2177",-46.4,-14.95
"X2178",-46.25,-14.95
"X2179",-46.1,-14.95
"X2180",-45.5,-14.95
"X2181",-45.35,-14.95
"X2182",-45.2,-14.95
"X2183",-45.05,-14.95
"X2184",-44.9,-14.95
"X2185",-44.75,-14.95
"X2186",-44.6,-14.95
"X2187",-44.45,-14.95
"X2188",-44.3,-14.95
"X2189",-44.15,-14.95
"X2190",-44,-14.95
"X2191",-43.85,-14.95
"X2192",-43.7,-14.95
"X2193",-43.55,-14.95
"X2194",-43.4,-14.95
"X2195",-43.25,-14.95
"X2196",-43.1,-14.95
"X2197",-42.95,-14.95
"X2198",-42.8,-14.95
"X2199",-42.65,-14.95
"X2200",-46.55,-14.8
"X2201",-46.4,-14.8
"X2202",-45.2,-14.8
"X2203",-45.05,-14.8
"X2204",-44.9,-14.8
"X2205",-44.75,-14.8
"X2206",-44.6,-14.8
"X2207",-44.45,-14.8
"X2208",-44.3,-14.8
"X2209",-44.15,-14.8
"X2210",-44,-14.8
"X2211",-43.85,-14.8
"X2212",-43.7,-14.8
"X2213",-43.55,-14.8
"X2214",-43.4,-14.8
"X2215",-43.25,-14.8
"X2216",-43.1,-14.8
"X2217",-42.95,-14.8
"X2218",-44.9,-14.65
"X2219",-44.75,-14.65
"X2220",-44.6,-14.65
"X2221",-44.45,-14.65
"X2222",-44.3,-14.65
"X2223",-44.15,-14.65
"X2224",-44,-14.65
"X2225",-44.75,-14.5
"X2226",-44.6,-14.5
"X2227",-44.45,-14.5
"X2228",-44.3,-14.5
"X2229",-44.15,-14.5
"X2230",-44,-14.5
"X2231",-44.45,-14.35
"X2232",-44.3,-14.35
"X2233",-44.15,-14.35
"X2234",-44,-14.35
"X2235",-43.85,-14.35
"X2236",-46.55,-23.2
"X2237",-46.4,-23.2
"X2238",-46.25,-23.2
"X2239",-46.1,-23.2
"X2240",-45.95,-23.2
"X2241",-45.8,-23.2
"X2242",-45.65,-23.2
"X2243",-46.7,-23.05
"X2244",-46.55,-23.05
"X2245",-46.4,-23.05
"X2246",-46.25,-23.05
"X2247",-46.1,-23.05
"X2248",-45.95,-23.05
"X2249",-45.8,-23.05
"X2250",-45.65,-23.05
"X2251",-45.5,-23.05
"X2252",-45.35,-23.05
"X2253",-46.7,-22.9
"X2254",-46.55,-22.9
"X2255",-46.4,-22.9
"X2256",-46.25,-22.9
"X2257",-46.1,-22.9
"X2258",-45.95,-22.9
"X2259",-45.8,-22.9
"X2260",-45.65,-22.9
"X2261",-45.5,-22.9
"X2262",-45.35,-22.9
"X2263",-45.2,-22.9
"X2264",-45.05,-22.9
"X2265",-46.85,-22.75
"X2266",-46.7,-22.75
"X2267",-46.55,-22.75
"X2268",-46.4,-22.75
"X2269",-45.65,-22.75
"X2270",-45.5,-22.75
"X2271",-45.35,-22.75
"X2272",-45.2,-22.75
"X2273",-45.05,-22.75
"X2274",-44.9,-22.75
"X2275",-44.75,-22.75
"X2276",-44.6,-22.75
"X2277",-47,-22.6
"X2278",-46.85,-22.6
"X2279",-46.7,-22.6
"X2280",-46.55,-22.6
"X2281",-45.2,-22.6
"X2282",-45.05,-22.6
"X2283",-44.9,-22.6
"X2284",-44.75,-22.6
"X2285",-44.6,-22.6
"X2286",-44.45,-22.6
"X2287",-44.3,-22.6
"X2288",-44.15,-22.6
"X2289",-47,-22.45
"X2290",-46.85,-22.45
"X2291",-46.7,-22.45
"X2292",-44.75,-22.45
"X2293",-44.6,-22.45
"X2294",-44.45,-22.45
"X2295",-44.3,-22.45
"X2296",-44.15,-22.45
"X2297",-44,-22.45
"X2298",-43.85,-22.45
"X2299",-43.7,-22.45
"X2300",-43.55,-22.45
"X2301",-43.4,-22.45
"X2302",-43.25,-22.45
"X2303",-43.1,-22.45
"X2304",-42.95,-22.45
"X2305",-47,-22.3
"X2306",-46.85,-22.3
"X2307",-44.45,-22.3
"X2308",-44.3,-22.3
"X2309",-44.15,-22.3
"X2310",-44,-22.3
"X2311",-43.85,-22.3
"X2312",-43.7,-22.3
"X2313",-43.55,-22.3
"X2314",-43.4,-22.3
"X2315",-43.25,-22.3
"X2316",-43.1,-22.3
"X2317",-42.95,-22.3
"X2318",-42.8,-22.3
"X2319",-42.65,-22.3
"X2320",-47,-22.15
"X2321",-46.85,-22.15
"X2322",-46.7,-22.15
"X2323",-43.85,-22.15
"X2324",-43.7,-22.15
"X2325",-43.55,-22.15
"X2326",-43.4,-22.15
"X2327",-43.25,-22.15
"X2328",-43.1,-22.15
"X2329",-42.95,-22.15
"X2330",-42.8,-22.15
"X2331",-42.65,-22.15
"X2332",-42.5,-22.15
"X2333",-42.35,-22.15
"X2334",-47,-22
"X2335",-46.85,-22
"X2336",-46.7,-22
"X2337",-42.8,-22
"X2338",-42.65,-22
"X2339",-42.5,-22
"X2340",-42.35,-22
"X2341",-42.2,-22
"X2342",-42.05,-22
"X2343",-47,-21.85
"X2344",-46.85,-21.85
"X2345",-46.7,-21.85
"X2346",-42.5,-21.85
"X2347",-42.35,-21.85
"X2348",-42.2,-21.85
"X2349",-42.05,-21.85
"X2350",-41.9,-21.85
"X2351",-47.15,-21.7
"X2352",-47,-21.7
"X2353",-46.85,-21.7
"X2354",-46.7,-21.7
"X2355",-42.2,-21.7
"X2356",-42.05,-21.7
"X2357",-41.9,-21.7
"X2358",-47.3,-21.55
"X2359",-47.15,-21.55
"X2360",-47,-21.55
"X2361",-46.85,-21.55
"X2362",-46.7,-21.55
"X2363",-46.55,-21.55
"X2364",-42.2,-21.55
"X2365",-42.05,-21.55
"X2366",-41.9,-21.55
"X2367",-47.45,-21.4
"X2368",-47.3,-21.4
"X2369",-47.15,-21.4
"X2370",-46.85,-21.4
"X2371",-46.7,-21.4
"X2372",-42.2,-21.4
"X2373",-42.05,-21.4
"X2374",-41.9,-21.4
"X2375",-47.45,-21.25
"X2376",-47.3,-21.25
"X2377",-47.15,-21.25
"X2378",-42.05,-21.25
"X2379",-41.9,-21.25
"X2380",-41.75,-21.25
"X2381",-47.45,-21.1
"X2382",-47.3,-21.1
"X2383",-47.15,-21.1
"X2384",-42.05,-21.1
"X2385",-41.9,-21.1
"X2386",-41.75,-21.1
"X2387",-47.6,-20.95
"X2388",-47.45,-20.95
"X2389",-47.3,-20.95
"X2390",-42.05,-20.95
"X2391",-41.9,-20.95
"X2392",-41.75,-20.95
"X2393",-41.6,-20.95
"X2394",-48.95,-20.8
"X2395",-48.8,-20.8
"X2396",-47.6,-20.8
"X2397",-47.45,-20.8
"X2398",-47.3,-20.8
"X2399",-41.9,-20.8
"X2400",-41.75,-20.8
"X2401",-41.6,-20.8
