"ID","longitude","latitude","topo","inout"
"X6446",-42.75,-19.55,568.653686523438,1
"X6447",-42.7,-19.55,524.784484863281,1
"X6448",-42.65,-19.55,405.912414550781,1
"X6449",-42.6,-19.55,325.866333007812,1
"X6450",-42.55,-19.55,285.733001708984,1
"X6451",-42.5,-19.55,283.132965087891,1
"X6452",-42.45,-19.55,283.132965087891,1
"X6453",-42.4,-19.55,284.708221435547,1
"X6454",-42.35,-19.55,345.430633544922,1
"X6455",-42.3,-19.55,431.405578613281,1
"X6456",-42.25,-19.55,610.367919921875,1
"X6457",-42.2,-19.55,642.015930175781,1
"X6458",-42.15,-19.55,642.053039550781,1
"X6459",-42.1,-19.55,645.932861328125,1
"X6460",-42.05,-19.55,689.252380371094,1
"X6461",-42,-19.55,656.901123046875,1
"X6462",-41.95,-19.55,642.053100585938,1
"X6463",-41.9,-19.55,642.053100585938,1
"X6464",-41.85,-19.55,643.949340820312,1
"X6465",-41.8,-19.55,640.918029785156,1
"X6466",-41.75,-19.55,574.177856445312,1
"X6467",-41.7,-19.55,505.171966552734,1
"X6468",-41.65,-19.55,459.842132568359,1
"X6469",-41.6,-19.55,402.168853759766,1
"X6470",-41.55,-19.55,460.82763671875,1
"X6471",-41.5,-19.55,508.094818115234,1
"X6472",-41.45,-19.55,385.548828125,1
"X6473",-41.4,-19.55,362.737762451172,1
"X6474",-41.35,-19.55,354.991058349609,1
"X6475",-41.3,-19.55,307.972106933594,1
"X6476",-41.25,-19.55,283.984924316406,1
"X6477",-41.2,-19.55,283.132965087891,1
"X6478",-41.15,-19.55,305.670043945312,1
"X6479",-41.1,-19.55,409.686767578125,1
"X6480",-41.05,-19.55,296.633270263672,1
"X6481",-50.95,-19.5,363.021514892578,1
"X6482",-50.9,-19.5,363.021545410156,1
"X6483",-50.85,-19.5,363.021545410156,1
"X6484",-50.8,-19.5,364.704376220703,1
"X6485",-50.75,-19.5,403.088073730469,1
"X6486",-50.7,-19.5,449.118927001953,1
"X6487",-50.65,-19.5,449.118927001953,1
"X6488",-50.6,-19.5,449.118927001953,1
"X6489",-50.55,-19.5,460.03173828125,1
"X6490",-50.5,-19.5,530.287231445312,1
"X6491",-50.45,-19.5,541.987731933594,1
"X6492",-50.4,-19.5,531.011962890625,1
"X6493",-50.35,-19.5,461.189147949219,1
"X6494",-50.3,-19.5,449.118927001953,1
"X6495",-50.25,-19.5,458.862670898438,1
"X6496",-50.2,-19.5,517.416625976562,1
"X6497",-50.15,-19.5,541.987731933594,1
"X6498",-50.1,-19.5,541.987731933594,1
"X6499",-50.05,-19.5,543.792541503906,1
"X6500",-50,-19.5,545.497985839844,1
"X6501",-49.95,-19.5,556.513549804688,1
"X6502",-49.9,-19.5,628.764892578125,1
"X6503",-49.85,-19.5,626.734741210938,1
"X6504",-49.8,-19.5,579.422485351562,1
"X6505",-49.75,-19.5,593.800537109375,1
"X6506",-49.7,-19.5,548.710510253906,1
"X6507",-49.65,-19.5,554.7587890625,1
"X6508",-49.6,-19.5,599.863220214844,1
"X6509",-49.55,-19.5,557.315551757812,1
"X6510",-49.5,-19.5,541.987731933594,1
"X6511",-49.45,-19.5,530.754272460938,1
"X6512",-49.4,-19.5,578.8857421875,1
"X6513",-49.35,-19.5,591.988342285156,1
"X6514",-49.3,-19.5,616.062866210938,1
"X6515",-49.25,-19.5,642.053100585938,1
"X6516",-49.2,-19.5,642.053100585938,1
"X6517",-49.15,-19.5,642.053100585938,1
"X6518",-49.1,-19.5,642.053100585938,1
"X6519",-49.05,-19.5,642.053100585938,1
"X6520",-49,-19.5,642.053100585938,1
"X6521",-48.95,-19.5,642.053100585938,1
"X6522",-48.9,-19.5,642.053100585938,1
"X6523",-48.85,-19.5,642.053100585938,1
"X6524",-48.8,-19.5,642.053100585938,1
"X6525",-48.75,-19.5,642.053100585938,1
"X6526",-48.7,-19.5,642.053100585938,1
"X6527",-48.65,-19.5,676.538452148438,1
"X6528",-48.6,-19.5,736.821716308594,1
"X6529",-48.55,-19.5,749.502563476562,1
"X6530",-48.5,-19.5,749.502563476562,1
"X6531",-48.45,-19.5,749.502563476562,1
"X6532",-48.4,-19.5,749.502563476562,1
"X6533",-48.35,-19.5,782.664184570312,1
"X6534",-48.3,-19.5,835.213012695312,1
"X6535",-48.25,-19.5,827.021850585938,1
"X6536",-48.2,-19.5,860.357360839844,1
"X6537",-48.15,-19.5,864.428466796875,1
"X6538",-48.1,-19.5,864.428466796875,1
"X6539",-48.05,-19.5,864.428466796875,1
"X6540",-48,-19.5,864.428466796875,1
"X6541",-47.95,-19.5,912.180480957031,1
"X6542",-47.9,-19.5,980.337890625,1
"X6543",-47.85,-19.5,978.7373046875,1
"X6544",-47.8,-19.5,982.62841796875,1
"X6545",-47.75,-19.5,947.081604003906,1
"X6546",-47.7,-19.5,963.648254394531,1
"X6547",-47.65,-19.5,986.970947265625,1
"X6548",-47.6,-19.5,976.49951171875,1
"X6549",-47.55,-19.5,982.731201171875,1
"X6550",-47.5,-19.5,986.970947265625,1
"X6551",-47.45,-19.5,996.399658203125,1
"X6552",-47.4,-19.5,1065.4541015625,1
"X6553",-47.35,-19.5,1007.8857421875,1
"X6554",-47.3,-19.5,979.705078125,1
"X6555",-47.25,-19.5,912.443237304688,1
"X6556",-47.2,-19.5,864.886596679688,1
"X6557",-47.15,-19.5,864.428466796875,1
"X6558",-47.1,-19.5,864.428466796875,1
"X6559",-47.05,-19.5,864.428466796875,1
"X6560",-47,-19.5,864.428466796875,1
"X6561",-46.95,-19.5,870.904174804688,1
"X6562",-46.9,-19.5,866.353210449219,1
"X6563",-46.85,-19.5,896.813171386719,1
"X6564",-46.8,-19.5,920.186462402344,1
"X6565",-46.75,-19.5,942.190795898438,1
"X6566",-46.7,-19.5,985.467651367188,1
"X6567",-46.65,-19.5,933.799926757812,1
"X6568",-46.6,-19.5,868.670288085938,1
"X6569",-46.55,-19.5,881.377685546875,1
"X6570",-46.5,-19.5,966.986938476562,1
"X6571",-46.45,-19.5,986.970947265625,1
"X6572",-46.4,-19.5,986.971069335938,1
"X6573",-46.35,-19.5,986.971069335938,1
"X6574",-46.3,-19.5,986.971069335938,1
"X6575",-46.25,-19.5,986.970947265625,1
"X6576",-46.2,-19.5,986.971008300781,1
"X6577",-46.15,-19.5,981.122802734375,1
"X6578",-46.1,-19.5,916.770874023438,1
"X6579",-46.05,-19.5,864.428527832031,1
"X6580",-46,-19.5,864.428527832031,1
"X6581",-45.95,-19.5,864.428527832031,1
"X6582",-45.9,-19.5,864.428466796875,1
"X6583",-45.85,-19.5,864.428466796875,1
"X6584",-45.8,-19.5,864.428466796875,1
"X6585",-45.75,-19.5,858.409606933594,1
"X6586",-45.7,-19.5,781.708862304688,1
"X6587",-45.65,-19.5,749.502563476562,1
"X6588",-45.6,-19.5,749.502563476562,1
"X6589",-45.55,-19.5,748.744323730469,1
"X6590",-45.5,-19.5,702.360595703125,1
"X6591",-45.45,-19.5,645.429626464844,1
"X6592",-45.4,-19.5,642.053100585938,1
"X6593",-45.35,-19.5,642.053039550781,1
"X6594",-45.3,-19.5,642.053100585938,1
"X6595",-45.25,-19.5,642.053100585938,1
"X6596",-45.2,-19.5,642.053161621094,1
"X6597",-45.15,-19.5,642.053100585938,1
"X6598",-45.1,-19.5,642.053100585938,1
"X6599",-45.05,-19.5,642.053100585938,1
"X6600",-45,-19.5,642.053100585938,1
"X6601",-44.95,-19.5,642.053100585938,1
"X6602",-44.9,-19.5,683.939331054688,1
"X6603",-44.85,-19.5,817.529541015625,1
"X6604",-44.8,-19.5,882.034973144531,1
"X6605",-44.75,-19.5,940.386962890625,1
"X6606",-44.7,-19.5,867.881530761719,1
"X6607",-44.65,-19.5,780.517272949219,1
"X6608",-44.6,-19.5,747.245971679688,1
"X6609",-44.55,-19.5,741.850708007812,1
"X6610",-44.5,-19.5,749.502563476562,1
"X6611",-44.45,-19.5,772.108581542969,1
"X6612",-44.4,-19.5,857.052856445312,1
"X6613",-44.35,-19.5,864.428466796875,1
"X6614",-44.3,-19.5,864.428466796875,1
"X6615",-44.25,-19.5,864.428466796875,1
"X6616",-44.2,-19.5,864.428466796875,1
"X6617",-44.15,-19.5,864.428466796875,1
"X6618",-44.1,-19.5,842.569641113281,1
"X6619",-44.05,-19.5,770.453674316406,1
"X6620",-44,-19.5,749.502563476562,1
"X6621",-43.95,-19.5,749.502563476562,1
"X6622",-43.9,-19.5,749.502563476562,1
"X6623",-43.85,-19.5,749.502563476562,1
"X6624",-43.8,-19.5,752.774963378906,1
"X6625",-43.75,-19.5,812.791931152344,1
"X6626",-43.7,-19.5,904.239440917969,1
"X6627",-43.65,-19.5,1131.63305664062,1
"X6628",-43.6,-19.5,1429.97668457031,1
"X6629",-43.55,-19.5,1443.2236328125,1
"X6630",-43.5,-19.5,1115.27990722656,1
"X6631",-43.45,-19.5,922.68310546875,1
"X6632",-43.4,-19.5,864.428466796875,1
"X6633",-43.35,-19.5,864.428466796875,1
"X6634",-43.3,-19.5,788.653564453125,1
"X6635",-43.25,-19.5,767.49072265625,1
"X6636",-43.2,-19.5,786.5341796875,1
"X6637",-43.15,-19.5,755.072387695312,1
"X6638",-43.1,-19.5,819.448669433594,1
"X6639",-43.05,-19.5,862.662719726562,1
"X6640",-43,-19.5,864.428405761719,1
"X6641",-42.95,-19.5,866.519592285156,1
"X6642",-42.9,-19.5,895.050964355469,1
"X6643",-42.85,-19.5,868.326416015625,1
"X6644",-42.8,-19.5,845.620788574219,1
"X6645",-42.75,-19.5,756.459045410156,1
"X6646",-42.7,-19.5,546.440490722656,1
"X6647",-42.65,-19.5,435.819030761719,1
"X6648",-42.6,-19.5,325.317810058594,1
"X6649",-42.55,-19.5,285.009582519531,1
"X6650",-42.5,-19.5,272.639770507812,1
"X6651",-42.45,-19.5,283.132995605469,1
"X6652",-42.4,-19.5,289.734649658203,1
"X6653",-42.35,-19.5,364.548828125,1
"X6654",-42.3,-19.5,517.868286132812,1
"X6655",-42.25,-19.5,633.90234375,1
"X6656",-42.2,-19.5,642.053100585938,1
"X6657",-42.15,-19.5,642.053100585938,1
"X6658",-42.1,-19.5,642.053100585938,1
"X6659",-42.05,-19.5,642.053100585938,1
"X6660",-42,-19.5,642.053100585938,1
"X6661",-41.95,-19.5,642.053039550781,1
"X6662",-41.9,-19.5,641.888244628906,1
"X6663",-41.85,-19.5,684.069091796875,1
"X6664",-41.8,-19.5,701.300598144531,1
"X6665",-41.75,-19.5,638.37353515625,1
"X6666",-41.7,-19.5,573.819580078125,1
"X6667",-41.65,-19.5,546.028991699219,1
"X6668",-41.6,-19.5,533.299682617188,1
"X6669",-41.55,-19.5,541.987731933594,1
"X6670",-41.5,-19.5,546.805297851562,1
"X6671",-41.45,-19.5,510.862854003906,1
"X6672",-41.4,-19.5,380.427307128906,1
"X6673",-41.35,-19.5,302.185913085938,1
"X6674",-41.3,-19.5,283.132965087891,1
"X6675",-41.25,-19.5,283.132965087891,1
"X6676",-41.2,-19.5,282.657470703125,1
"X6677",-41.15,-19.5,261.842926025391,1
"X6678",-41.1,-19.5,217.341339111328,1
"X6679",-41.05,-19.5,209.519302368164,1
"X6680",-41,-19.5,209.519317626953,1
"X6681",-50.8,-19.45,363.021545410156,1
"X6682",-50.75,-19.45,379.596588134766,1
"X6683",-50.7,-19.45,439.761199951172,1
"X6684",-50.65,-19.45,449.118927001953,1
"X6685",-50.6,-19.45,449.118927001953,1
"X6686",-50.55,-19.45,467.155334472656,1
"X6687",-50.5,-19.45,534.232421875,1
"X6688",-50.45,-19.45,521.5439453125,1
"X6689",-50.4,-19.45,465.750244140625,1
"X6690",-50.35,-19.45,449.118927001953,1
"X6691",-50.3,-19.45,469.929626464844,1
"X6692",-50.25,-19.45,526.80810546875,1
"X6693",-50.2,-19.45,541.987731933594,1
"X6694",-50.15,-19.45,541.987731933594,1
"X6695",-50.1,-19.45,541.987731933594,1
"X6696",-50.05,-19.45,591.033508300781,1
"X6697",-50,-19.45,602.996337890625,1
"X6698",-49.95,-19.45,625.425415039062,1
"X6699",-49.9,-19.45,642.053100585938,1
"X6700",-49.85,-19.45,642.053100585938,1
"X6701",-49.8,-19.45,639.644287109375,1
"X6702",-49.75,-19.45,641.561828613281,1
"X6703",-49.7,-19.45,626.622436523438,1
"X6704",-49.65,-19.45,630.867980957031,1
"X6705",-49.6,-19.45,641.97607421875,1
"X6706",-49.55,-19.45,623.093872070312,1
"X6707",-49.5,-19.45,559.027282714844,1
"X6708",-49.45,-19.45,589.677917480469,1
"X6709",-49.4,-19.45,642.053100585938,1
"X6710",-49.35,-19.45,642.053100585938,1
"X6711",-49.3,-19.45,642.053100585938,1
"X6712",-49.25,-19.45,642.053039550781,1
"X6713",-49.2,-19.45,642.053100585938,1
"X6714",-49.15,-19.45,642.053039550781,1
"X6715",-49.1,-19.45,642.053100585938,1
"X6716",-49.05,-19.45,642.053039550781,1
"X6717",-49,-19.45,642.053100585938,1
"X6718",-48.95,-19.45,642.053161621094,1
"X6719",-48.9,-19.45,642.053161621094,1
"X6720",-48.85,-19.45,642.053100585938,1
"X6721",-48.8,-19.45,642.053100585938,1
"X6722",-48.75,-19.45,643.310668945312,1
"X6723",-48.7,-19.45,682.908447265625,1
"X6724",-48.65,-19.45,747.169250488281,1
"X6725",-48.6,-19.45,749.502563476562,1
"X6726",-48.55,-19.45,749.502563476562,1
"X6727",-48.5,-19.45,749.502563476562,1
"X6728",-48.45,-19.45,750.510375976562,1
"X6729",-48.4,-19.45,786.586791992188,1
"X6730",-48.35,-19.45,855.955688476562,1
"X6731",-48.3,-19.45,864.428466796875,1
"X6732",-48.25,-19.45,864.428466796875,1
"X6733",-48.2,-19.45,864.428466796875,1
"X6734",-48.15,-19.45,864.428527832031,1
"X6735",-48.1,-19.45,864.428466796875,1
"X6736",-48.05,-19.45,864.428466796875,1
"X6737",-48,-19.45,864.428466796875,1
"X6738",-47.95,-19.45,899.194580078125,1
"X6739",-47.9,-19.45,977.728759765625,1
"X6740",-47.85,-19.45,986.971008300781,1
"X6741",-47.8,-19.45,986.971008300781,1
"X6742",-47.75,-19.45,986.971008300781,1
"X6743",-47.7,-19.45,986.971008300781,1
"X6744",-47.65,-19.45,964.332702636719,1
"X6745",-47.6,-19.45,889.754150390625,1
"X6746",-47.55,-19.45,904.88427734375,1
"X6747",-47.5,-19.45,982.232360839844,1
"X6748",-47.45,-19.45,986.970947265625,1
"X6749",-47.4,-19.45,1007.12670898438,1
"X6750",-47.35,-19.45,975.464721679688,1
"X6751",-47.3,-19.45,953.576293945312,1
"X6752",-47.25,-19.45,917.659301757812,1
"X6753",-47.2,-19.45,864.784606933594,1
"X6754",-47.15,-19.45,865.59765625,1
"X6755",-47.1,-19.45,865.852905273438,1
"X6756",-47.05,-19.45,864.428466796875,1
"X6757",-47,-19.45,864.428466796875,1
"X6758",-46.95,-19.45,864.428527832031,1
"X6759",-46.9,-19.45,864.428527832031,1
"X6760",-46.85,-19.45,864.428466796875,1
"X6761",-46.8,-19.45,864.428466796875,1
"X6762",-46.75,-19.45,864.428466796875,1
"X6763",-46.7,-19.45,929.968505859375,1
"X6764",-46.65,-19.45,947.673828125,1
"X6765",-46.6,-19.45,872.782470703125,1
"X6766",-46.55,-19.45,864.450744628906,1
"X6767",-46.5,-19.45,887.319213867188,1
"X6768",-46.45,-19.45,967.009033203125,1
"X6769",-46.4,-19.45,986.971008300781,1
"X6770",-46.35,-19.45,986.970947265625,1
"X6771",-46.3,-19.45,986.970947265625,1
"X6772",-46.25,-19.45,986.970947265625,1
"X6773",-46.2,-19.45,986.971008300781,1
"X6774",-46.15,-19.45,984.675537109375,1
"X6775",-46.1,-19.45,904.717224121094,1
"X6776",-46.05,-19.45,864.428466796875,1
"X6777",-46,-19.45,864.428527832031,1
"X6778",-45.95,-19.45,864.428466796875,1
"X6779",-45.9,-19.45,864.428466796875,1
"X6780",-45.85,-19.45,864.428466796875,1
"X6781",-45.8,-19.45,864.428466796875,1
"X6782",-45.75,-19.45,853.765563964844,1
"X6783",-45.7,-19.45,762.377502441406,1
"X6784",-45.65,-19.45,749.502563476562,1
"X6785",-45.6,-19.45,749.502563476562,1
"X6786",-45.55,-19.45,746.63330078125,1
"X6787",-45.5,-19.45,691.44287109375,1
"X6788",-45.45,-19.45,643.672424316406,1
"X6789",-45.4,-19.45,642.053100585938,1
"X6790",-45.35,-19.45,642.053100585938,1
"X6791",-45.3,-19.45,642.053100585938,1
"X6792",-45.25,-19.45,642.053100585938,1
"X6793",-45.2,-19.45,642.053100585938,1
"X6794",-45.15,-19.45,642.053100585938,1
"X6795",-45.1,-19.45,642.053100585938,1
"X6796",-45.05,-19.45,642.053100585938,1
"X6797",-45,-19.45,642.053100585938,1
"X6798",-44.95,-19.45,649.72314453125,1
"X6799",-44.9,-19.45,768.416931152344,1
"X6800",-44.85,-19.45,859.917236328125,1
"X6801",-44.8,-19.45,864.428466796875,1
"X6802",-44.75,-19.45,884.051818847656,1
"X6803",-44.7,-19.45,850.152954101562,1
"X6804",-44.65,-19.45,760.979675292969,1
"X6805",-44.6,-19.45,683.869445800781,1
"X6806",-44.55,-19.45,668.270080566406,1
"X6807",-44.5,-19.45,739.278503417969,1
"X6808",-44.45,-19.45,810.600341796875,1
"X6809",-44.4,-19.45,862.909484863281,1
"X6810",-44.35,-19.45,864.428527832031,1
"X6811",-44.3,-19.45,864.428466796875,1
"X6812",-44.25,-19.45,864.428466796875,1
"X6813",-44.2,-19.45,864.428466796875,1
"X6814",-44.15,-19.45,864.428466796875,1
"X6815",-44.1,-19.45,829.933715820312,1
"X6816",-44.05,-19.45,756.801879882812,1
"X6817",-44,-19.45,734.617553710938,1
"X6818",-43.95,-19.45,749.502563476562,1
"X6819",-43.9,-19.45,749.502563476562,1
"X6820",-43.85,-19.45,749.502563476562,1
"X6821",-43.8,-19.45,753.575439453125,1
"X6822",-43.75,-19.45,807.678588867188,1
"X6823",-43.7,-19.45,868.952514648438,1
"X6824",-43.65,-19.45,1085.55749511719,1
"X6825",-43.6,-19.45,1391.77978515625,1
"X6826",-43.55,-19.45,1523.87683105469,1
"X6827",-43.5,-19.45,1371.07104492188,1
"X6828",-43.45,-19.45,1096.78894042969,1
"X6829",-43.4,-19.45,916.6708984375,1
"X6830",-43.35,-19.45,813.595520019531,1
"X6831",-43.3,-19.45,642.246398925781,1
"X6832",-43.25,-19.45,644.420227050781,1
"X6833",-43.2,-19.45,695.451538085938,1
"X6834",-43.15,-19.45,759.420654296875,1
"X6835",-43.1,-19.45,828.145629882812,1
"X6836",-43.05,-19.45,863.196411132812,1
"X6837",-43,-19.45,864.428466796875,1
"X6838",-42.95,-19.45,869.094604492188,1
"X6839",-42.9,-19.45,945.8857421875,1
"X6840",-42.85,-19.45,958.039611816406,1
"X6841",-42.8,-19.45,932.578308105469,1
"X6842",-42.75,-19.45,896.541381835938,1
"X6843",-42.7,-19.45,782.881103515625,1
"X6844",-42.65,-19.45,594.68701171875,1
"X6845",-42.6,-19.45,354.131469726562,1
"X6846",-42.55,-19.45,241.830291748047,1
"X6847",-42.5,-19.45,216.719299316406,1
"X6848",-42.45,-19.45,263.126770019531,1
"X6849",-42.4,-19.45,282.943115234375,1
"X6850",-42.35,-19.45,304.899841308594,1
"X6851",-42.3,-19.45,474.502044677734,1
"X6852",-42.25,-19.45,585.925476074219,1
"X6853",-42.2,-19.45,637.8662109375,1
"X6854",-42.15,-19.45,619.697631835938,1
"X6855",-42.1,-19.45,642.053100585938,1
"X6856",-42.05,-19.45,641.4921875,1
"X6857",-42,-19.45,632.000122070312,1
"X6858",-41.95,-19.45,623.990478515625,1
"X6859",-41.9,-19.45,581.481201171875,1
"X6860",-41.85,-19.45,655.899475097656,1
"X6861",-41.8,-19.45,690.412353515625,1
"X6862",-41.75,-19.45,644.723571777344,1
"X6863",-41.7,-19.45,643.409362792969,1
"X6864",-41.65,-19.45,632.121520996094,1
"X6865",-41.6,-19.45,605.663269042969,1
"X6866",-41.55,-19.45,555.255493164062,1
"X6867",-41.5,-19.45,613.666320800781,1
"X6868",-41.45,-19.45,583.851135253906,1
"X6869",-41.4,-19.45,437.742645263672,1
"X6870",-41.35,-19.45,324.307586669922,1
"X6871",-41.3,-19.45,283.132934570312,1
"X6872",-41.25,-19.45,283.132965087891,1
"X6873",-41.2,-19.45,280.850341796875,1
"X6874",-41.15,-19.45,240.469482421875,1
"X6875",-41.1,-19.45,210.155090332031,1
"X6876",-41.05,-19.45,224.297592163086,1
"X6877",-41,-19.45,257.879943847656,1
"X6878",-50.85,-19.4,363.021545410156,1
"X6879",-50.8,-19.4,373.225921630859,1
"X6880",-50.75,-19.4,435.845855712891,1
"X6881",-50.7,-19.4,449.118927001953,1
"X6882",-50.65,-19.4,449.118927001953,1
"X6883",-50.6,-19.4,449.321380615234,1
"X6884",-50.55,-19.4,500.888793945312,1
"X6885",-50.5,-19.4,520.714721679688,1
"X6886",-50.45,-19.4,461.502777099609,1
"X6887",-50.4,-19.4,449.221374511719,1
"X6888",-50.35,-19.4,470.781616210938,1
"X6889",-50.3,-19.4,528.058166503906,1
"X6890",-50.25,-19.4,541.987731933594,1
"X6891",-50.2,-19.4,541.987731933594,1
"X6892",-50.15,-19.4,541.987731933594,1
"X6893",-50.1,-19.4,558.814453125,1
"X6894",-50.05,-19.4,613.224426269531,1
"X6895",-50,-19.4,559.276123046875,1
"X6896",-49.95,-19.4,570.711608886719,1
"X6897",-49.9,-19.4,635.04638671875,1
"X6898",-49.85,-19.4,642.053100585938,1
"X6899",-49.8,-19.4,642.053100585938,1
"X6900",-49.75,-19.4,642.053100585938,1
"X6901",-49.7,-19.4,642.053100585938,1
"X6902",-49.65,-19.4,642.053100585938,1
"X6903",-49.6,-19.4,642.053100585938,1
"X6904",-49.55,-19.4,642.053100585938,1
"X6905",-49.5,-19.4,633.481079101562,1
"X6906",-49.45,-19.4,641.373413085938,1
"X6907",-49.4,-19.4,642.053100585938,1
"X6908",-49.35,-19.4,642.053100585938,1
"X6909",-49.3,-19.4,642.053100585938,1
"X6910",-49.25,-19.4,642.053100585938,1
"X6911",-49.2,-19.4,642.053100585938,1
"X6912",-49.15,-19.4,642.053100585938,1
"X6913",-49.1,-19.4,642.053100585938,1
"X6914",-49.05,-19.4,642.053100585938,1
"X6915",-49,-19.4,642.053100585938,1
"X6916",-48.95,-19.4,642.053100585938,1
"X6917",-48.9,-19.4,642.053100585938,1
"X6918",-48.85,-19.4,642.053100585938,1
"X6919",-48.8,-19.4,642.053100585938,1
"X6920",-48.75,-19.4,645.213195800781,1
"X6921",-48.7,-19.4,702.565551757812,1
"X6922",-48.65,-19.4,748.500122070312,1
"X6923",-48.6,-19.4,749.502563476562,1
"X6924",-48.55,-19.4,749.502563476562,1
"X6925",-48.5,-19.4,749.502563476562,1
"X6926",-48.45,-19.4,751.333374023438,1
"X6927",-48.4,-19.4,792.646606445312,1
"X6928",-48.35,-19.4,857.266723632812,1
"X6929",-48.3,-19.4,864.428405761719,1
"X6930",-48.25,-19.4,864.428466796875,1
"X6931",-48.2,-19.4,864.428466796875,1
"X6932",-48.15,-19.4,864.428466796875,1
"X6933",-48.1,-19.4,864.428466796875,1
"X6934",-48.05,-19.4,864.428466796875,1
"X6935",-48,-19.4,864.428466796875,1
"X6936",-47.95,-19.4,896.195922851562,1
"X6937",-47.9,-19.4,971.210021972656,1
"X6938",-47.85,-19.4,967.356872558594,1
"X6939",-47.8,-19.4,986.971008300781,1
"X6940",-47.75,-19.4,986.971008300781,1
"X6941",-47.7,-19.4,950.767761230469,1
"X6942",-47.65,-19.4,880.725952148438,1
"X6943",-47.6,-19.4,864.428466796875,1
"X6944",-47.55,-19.4,897.442687988281,1
"X6945",-47.5,-19.4,977.843872070312,1
"X6946",-47.45,-19.4,986.971008300781,1
"X6947",-47.4,-19.4,957.270141601562,1
"X6948",-47.35,-19.4,884.996459960938,1
"X6949",-47.3,-19.4,868.547241210938,1
"X6950",-47.25,-19.4,868.031372070312,1
"X6951",-47.2,-19.4,864.428344726562,1
"X6952",-47.15,-19.4,904.15234375,1
"X6953",-47.1,-19.4,920.23583984375,1
"X6954",-47.05,-19.4,866.95166015625,1
"X6955",-47,-19.4,864.428466796875,1
"X6956",-46.95,-19.4,864.428466796875,1
"X6957",-46.9,-19.4,864.428466796875,1
"X6958",-46.85,-19.4,864.428466796875,1
"X6959",-46.8,-19.4,864.428466796875,1
"X6960",-46.75,-19.4,864.428466796875,1
"X6961",-46.7,-19.4,866.139404296875,1
"X6962",-46.65,-19.4,873.125366210938,1
"X6963",-46.6,-19.4,864.428466796875,1
"X6964",-46.55,-19.4,864.428466796875,1
"X6965",-46.5,-19.4,864.428466796875,1
"X6966",-46.45,-19.4,887.376892089844,1
"X6967",-46.4,-19.4,972.9013671875,1
"X6968",-46.35,-19.4,986.971008300781,1
"X6969",-46.3,-19.4,986.970947265625,1
"X6970",-46.25,-19.4,986.970947265625,1
"X6971",-46.2,-19.4,986.971008300781,1
"X6972",-46.15,-19.4,975.954345703125,1
"X6973",-46.1,-19.4,895.812866210938,1
"X6974",-46.05,-19.4,864.428466796875,1
"X6975",-46,-19.4,864.428466796875,1
"X6976",-45.95,-19.4,864.428405761719,1
"X6977",-45.9,-19.4,862.898559570312,1
"X6978",-45.85,-19.4,836.73388671875,1
"X6979",-45.8,-19.4,839.259521484375,1
"X6980",-45.75,-19.4,794.499694824219,1
"X6981",-45.7,-19.4,749.502624511719,1
"X6982",-45.65,-19.4,749.502563476562,1
"X6983",-45.6,-19.4,749.502563476562,1
"X6984",-45.55,-19.4,742.33544921875,1
"X6985",-45.5,-19.4,675.627014160156,1
"X6986",-45.45,-19.4,642.136596679688,1
"X6987",-45.4,-19.4,642.053100585938,1
"X6988",-45.35,-19.4,642.053100585938,1
"X6989",-45.3,-19.4,642.053100585938,1
"X6990",-45.25,-19.4,642.053100585938,1
"X6991",-45.2,-19.4,642.053100585938,1
"X6992",-45.15,-19.4,642.053100585938,1
"X6993",-45.1,-19.4,642.053100585938,1
"X6994",-45.05,-19.4,642.053100585938,1
"X6995",-45,-19.4,642.053100585938,1
"X6996",-44.95,-19.4,651.348510742188,1
"X6997",-44.9,-19.4,742.171142578125,1
"X6998",-44.85,-19.4,817.961059570312,1
"X6999",-44.8,-19.4,863.853149414062,1
"X7000",-44.75,-19.4,864.428466796875,1
"X7001",-44.7,-19.4,843.99365234375,1
"X7002",-44.65,-19.4,758.064208984375,1
"X7003",-44.6,-19.4,653.255615234375,1
"X7004",-44.55,-19.4,649.127685546875,1
"X7005",-44.5,-19.4,735.159912109375,1
"X7006",-44.45,-19.4,853.988159179688,1
"X7007",-44.4,-19.4,864.428405761719,1
"X7008",-44.35,-19.4,864.428466796875,1
"X7009",-44.3,-19.4,864.428466796875,1
"X7010",-44.25,-19.4,864.428466796875,1
"X7011",-44.2,-19.4,864.428466796875,1
"X7012",-44.15,-19.4,851.2919921875,1
"X7013",-44.1,-19.4,778.349243164062,1
"X7014",-44.05,-19.4,707.921997070312,1
"X7015",-44,-19.4,644.193420410156,1
"X7016",-43.95,-19.4,707.860473632812,1
"X7017",-43.9,-19.4,749.402160644531,1
"X7018",-43.85,-19.4,749.502563476562,1
"X7019",-43.8,-19.4,814.343078613281,1
"X7020",-43.75,-19.4,861.188110351562,1
"X7021",-43.7,-19.4,868.438659667969,1
"X7022",-43.65,-19.4,950.456176757812,1
"X7023",-43.6,-19.4,1155.06042480469,1
"X7024",-43.55,-19.4,1488.04565429688,1
"X7025",-43.5,-19.4,1495.80981445312,1
"X7026",-43.45,-19.4,1255.93664550781,1
"X7027",-43.4,-19.4,950.856079101562,1
"X7028",-43.35,-19.4,864.17919921875,1
"X7029",-43.3,-19.4,763.261596679688,1
