V1;V2
-42,19181388;-21,14894502
-42,19181388;-21,14901396
-42,191838;-21,14906004
-42,19182612;-21,14911701
-42,19180092;-21,149163
-42,19181316;-21,14923203
-42,19181208;-21,14940402
-42,19184916;-21,14950797
-42,19186104;-21,14956503
-42,19187292;-21,14961102
-42,19188516;-21,14966799
-42,19188408;-21,14985204
-42,19190784;-21,14993196
-42,19190784;-21,14997804
-42,19193196;-21,15004698
-42,19194384;-21,15009297
-42,19194384;-21,15015003
-42,19196796;-21,15026496
-42,19196796;-21,15033399
-42,19201692;-21,15040302
-42,19201584;-21,15059796
-42,19202808;-21,15064404
-42,19201512;-21,15070101
-42,19200288;-21,150747
-42,19200216;-21,15099999
-42,19201404;-21,15104598
-42,19201404;-21,15110304
-42,19202592;-21,15114903
-42,19203816;-21,15121797
-42,19207416;-21,15127503
-42,19213608;-21,15131004
-42,19211088;-21,15136701
-42,19209792;-21,151413
-42,19209792;-21,15145899
-42,19208604;-21,151539
-42,19207308;-21,15159696
-42,19207308;-21,15178002
-42,19206012;-21,15183798
-42,19205904;-21,15225099
-42,19207092;-21,152331
-42,19208316;-21,15240003
-42,19208208;-21,15244602
-42,19209396;-21,15251496
-42,19208208;-21,15256104
-42,192081;-21,15280197
-42,19210512;-21,15288198
-42,19210512;-21,15293904
-42,192117;-21,152997
-42,19210512;-21,15305397
-42,19210404;-21,15309996
-42,19211592;-21,15315702
-42,19212888;-21,15320301
-42,19214004;-21,15328401
-42,19212816;-21,15334098
-42,19214004;-21,15339804
-42,19215192;-21,15344403
-42,19214004;-21,15351297
-42,19215192;-21,15355896
-42,19215084;-21,15362799
-42,19205292;-21,15369603
-42,19206516;-21,15374202
-42,19206516;-21,15382302
-42,19207704;-21,15386901
-42,19207704;-21,15397197
-42,19210116;-21,15406404
-42,19213716;-21,15411003
-42,192162;-21,154167
-42,19220988;-21,15422496
-42,19225884;-21,15433998
-42,19228296;-21,15440901
-42,19228296;-21,15446598
-42,19229484;-21,15455796
-42,19234308;-21,15461502
-42,19235604;-21,15466101
-42,19238016;-21,15471897
-42,192477;-21,15490302
-42,19248888;-21,15494901
-42,19250112;-21,15501696
-42,192513;-21,15509796
-42,19252488;-21,15516699
-42,19253712;-21,15522396
-42,19256088;-21,15529299
-42,19259796;-21,15535104
-42,19264584;-21,15541998
-42,19268292;-21,15546597
-42,19270704;-21,15551196
-42,19273116;-21,15558
-42,192756;-21,15563796
-42,19281684;-21,15569502
-42,19284096;-21,15574101
-42,19285284;-21,15579897
-42,19287696;-21,15584496
-42,19298712;-21,15594801
-42,19302312;-21,15600597
-42,19305984;-21,15605196
-42,19308396;-21,15609804
-42,19309584;-21,15614403
-42,19309584;-21,156201
-42,19313292;-21,15624699
-42,193206;-21,15630504
-42,19330284;-21,15641997
-42,19335216;-21,15645498
-42,19348608;-21,15658098
-42,19355916;-21,15663903
-42,19360812;-21,15666198
-42,19364484;-21,15670797
-42,19369308;-21,15675396
-42,19371792;-21,15680004
-42,19377912;-21,15683496
-42,19386408;-21,15690399
-42,19392492;-21,15696096
-42,193962;-21,15700704
-42,19402212;-21,15705303
-42,19405884;-21,15709902
-42,19410816;-21,15714501
-42,194205;-21,15721503
-42,19427916;-21,157272
-42,19435188;-21,15731799
-42,19444908;-21,15736497
-42,19452288;-21,15741096
-42,19458408;-21,15746802
-42,19465716;-21,15749097
-42,19470612;-21,15750303
-42,19472988;-21,15754902
-42,19482816;-21,15759501
-42,194889;-21,15763002
-42,19493796;-21,15764199
-42,19499916;-21,15769896
-42,19507188;-21,157722
-42,19512084;-21,15774504
-42,19517016;-21,157803
-42,19521804;-21,15781497
-42,195267;-21,15784899
-42,19532784;-21,15789498
-42,19536492;-21,15795303
-42,19540092;-21,15799902
-42,19544988;-21,15803304
-42,19548696;-21,15807903
-42,19553484;-21,15812502
-42,19556004;-21,15818298
-42,19559604;-21,15824004
-42,195645;-21,158298
-42,19569288;-21,15837801
-42,19574184;-21,15843597
-42,19584012;-21,15852804
-42,195852;-21,15857403
-42,19587612;-21,15862002
-42,19589988;-21,15868896
-42,19592508;-21,15873504
-42,195924;-21,15879201
-42,19597296;-21,15882702
-42,19599708;-21,15887301
-42,19600896;-21,15894204
-42,19600896;-21,15899901
-42,19603308;-21,15906804
-42,19604496;-21,15912501
-42,19604496;-21,159171
-42,19603308;-21,15922896
-42,196032;-21,15932004
-42,19602012;-21,15936603
-42,19599492;-21,15943497
-42,19594596;-21,15949203
-42,19593408;-21,15956097
-42,19592112;-21,15960696
-42,19585992;-21,15965304
-42,19581096;-21,15968697
-42,19581096;-21,15974403
-42,195762;-21,15977796
-42,19570008;-21,15982404
-42,195627;-21,15988101
-42,19552908;-21,15995004
-42,19546716;-21,15999603
-42,19541784;-21,16002996
-42,19534512;-21,16006398
-42,19531992;-21,16010997
-42,19528284;-21,16015596
-42,19523388;-21,16017801
-42,19514784;-21,16021302
-42,19504992;-21,16025802
-42,19501392;-21,16031499
-42,19496388;-21,16040697
-42,19490304;-21,16046403
-42,19484184;-21,16049796
-42,19477992;-21,16054404
-42,194682;-21,16063602
-42,19463304;-21,16069299
-42,19457184;-21,16074996
-42,19450992;-21,16078398
-42,19447284;-21,16084104
-42,19446096;-21,160899
-42,194412;-21,16090998
-42,19436304;-21,160944
-42,19435008;-21,16098999
-42,19431408;-21,16103598
-42,19428888;-21,16109304
-42,19425216;-21,16113903
-42,19419096;-21,16116198
-42,19419096;-21,16120797
-42,19416612;-21,16125396
-42,19416612;-21,16135701
-42,19412904;-21,16142604
-42,19414092;-21,16147104
-42,19412796;-21,161529
-42,19411608;-21,16157499
-42,19413984;-21,16168902
-42,19413912;-21,16182699
-42,19416396;-21,16190799
-42,19417584;-21,161988
-42,19418808;-21,16204497
-42,194187;-21,16209096
-42,19422408;-21,16215999
-42,19426008;-21,16221804
-42,19426008;-21,16226403
-42,19427196;-21,162321
-42,19427196;-21,16241298
-42,19430796;-21,16247004
-42,19436916;-21,16253898
-42,19441812;-21,16256202
-42,19446708;-21,16261998
-42,19446708;-21,16266597
-42,19449084;-21,16271196
-42,19452684;-21,16279197
-42,19455204;-21,16283796
-42,19456392;-21,16289601
-42,19458804;-21,16295298
-42,194637;-21,16301103
-42,19466112;-21,16305702
-42,19463592;-21,16311399
-42,19463592;-21,16317096
-42,19464816;-21,16322901
-42,19466004;-21,163275
-42,19469712;-21,16335501
-42,19480584;-21,16345896
-42,19484292;-21,16350504
-42,19490412;-21,16358496
-42,194916;-21,16363104
-42,19497684;-21,16367703
-42,19502508;-21,16371204
-42,19509888;-21,16378098
-42,195123;-21,16385001
-42,19517196;-21,163896
-42,19524504;-21,16393101
-42,19530588;-21,16398798
-42,19536708;-21,16403397
-42,19544016;-21,16409202
-42,195501;-21,16413801
-42,19554996;-21,16417302
-42,19563492;-21,16425303
-42,19565904;-21,16429902
-42,19573284;-21,16436796
-42,19581816;-21,16441404
-42,195879;-21,16444896
-42,19592796;-21,16450701
-42,19598916;-21,16458702
-42,19603704;-21,16462203
-42,196086;-21,16463301
-42,19617204;-21,16469097
-42,196221;-21,16471401
-42,196257;-21,16477098
-42,19629408;-21,16481796
-42,19634196;-21,16487502
-42,196428;-21,16493298
-42,19647696;-21,16495602
-42,19652484;-21,16499004
-42,19668396;-21,16513998
-42,19676892;-21,16518597
-42,19686684;-21,16523196
-42,19693992;-21,16527903
-42,19695216;-21,165336
-42,19700112;-21,16534797
-42,19705008;-21,16538199
-42,19705008;-21,16547397
-42,19707384;-21,16551996
-42,19710984;-21,16556604
-42,19715916;-21,16563498
-42,19717104;-21,16569204
-42,19719516;-21,16575
-42,19724412;-21,16583001
-42,19726788;-21,16589904
-42,19729308;-21,16594503
-42,19732908;-21,16600299
-42,19735284;-21,16604898
-42,19737804;-21,16610604
-42,19741404;-21,16615203
-42,19743816;-21,16619802
-42,19748712;-21,16625598
-42,19752384;-21,16630197
-42,19755984;-21,16635903
-42,19758396;-21,16647396
-42,19760808;-21,16653102
-42,19765704;-21,16658898
-42,197706;-21,16665801
-42,197742;-21,16672704
-42,19783992;-21,16686501
-42,19788816;-21,16695699
-42,19791192;-21,16702602
-42,19800984;-21,167118
-42,19808292;-21,16723302
-42,19809516;-21,16728999
-42,19811892;-21,167451
-42,19814304;-21,16749699
-42,19818012;-21,16755504
-42,19821612;-21,16762398
-42,19823988;-21,16768104
-42,19826508;-21,16772703
-42,198264;-21,167784
-42,19828884;-21,16784196
-42,19831296;-21,16791099
-42,19832484;-21,16798002
-42,19834896;-21,16802601
-42,19836084;-21,16809396
-42,19839792;-21,16816299
-42,19844616;-21,16824399
-42,19844616;-21,16836999
-42,19846992;-21,16845
-42,198507;-21,16849698
-42,19850592;-21,16858797
-42,19851816;-21,16863396
-42,19851816;-21,16871496
-42,19853004;-21,168783
-42,19855416;-21,16884096
-42,19856604;-21,16889802
-42,19859016;-21,16894401
-42,198615;-21,16900197
-42,19863912;-21,169071
-42,198651;-21,16914003
-42,19866288;-21,16923102
-42,198687;-21,16927701
-42,19869888;-21,169323
-42,19869888;-21,16936899
-42,19873596;-21,16941498
-42,19873488;-21,16946097
-42,19874712;-21,16950696
-42,19874712;-21,16969101
-42,19877088;-21,16977102
-42,19878312;-21,16981701
-42,198795;-21,16987398
-42,19879392;-21,17006901
-42,19875684;-21,17013804
-42,19873308;-21,17019501
-42,198732;-21,17034504
-42,19872012;-21,17039103
-42,19870716;-21,17047104
-42,19870716;-21,17063097
-42,19868196;-21,17068902
-42,19867008;-21,17073501
-42,198669;-21,17091798
-42,19865604;-21,17097504
-42,19865604;-21,17104398
-42,19864416;-21,17110203
-42,19864308;-21,17132001
-42,19861788;-21,17138796
-42,19861788;-21,17151504
-42,198642;-21,17158398
-42,19864092;-21,17183598
-42,19862796;-21,17192796
-42,19862796;-21,172077
-42,19865208;-21,17215701
-42,19865208;-21,17222604
-42,19866396;-21,17227203
-42,19866396;-21,17235204
-42,19867584;-21,17241
-42,19872408;-21,17247903
-42,19873596;-21,17252502
-42,19877304;-21,17259396
-42,19878492;-21,17265102
-42,19880904;-21,17271996
-42,19883316;-21,17277801
-42,19888212;-21,17283498
-42,19893108;-21,17288097
-42,19901604;-21,17293902
-42,19907688;-21,17299599
-42,19912584;-21,17306502
-42,19918704;-21,17308896
-42,19928496;-21,17313504
-42,19934616;-21,17314602
-42,199407;-21,17314701
-42,19945596;-21,17315799
-42,200019;-21,17315997
-42,20007984;-21,17314899
-42,20012916;-21,17314899
-42,20019;-21,17313801
-42,20026308;-21,17312604
-42,20038584;-21,17310399
-42,20045892;-21,17308104
-42,20053308;-21,17308104
-42,20059392;-21,17306997
-42,20064288;-21,17305899
-42,20075304;-21,17305899
-42,20083908;-21,17304801
-42,20091216;-21,17304801
-42,20098488;-21,17303703
-42,201414;-21,17303802
-42,20153604;-21,173085
-42,201585;-21,173085
-42,20164584;-21,17309598
-42,20169516;-21,17310804
-42,201756;-21,17312001
-42,20182908;-21,17314296
-42,20188992;-21,17315502
-42,20197596;-21,17318904
-42,20202492;-21,17320101
-42,20207388;-21,17320101
-42,20217108;-21,17323602
-42,20224488;-21,17325897
-42,20230608;-21,17328201
-42,20245188;-21,17337399
-42,202575;-21,17339802
-42,20267184;-21,17349
-42,20272116;-21,17352402
-42,20280612;-21,17355903
-42,20285508;-21,17360502
-42,20287884;-21,17365101
-42,20291592;-21,173697
-42,202989;-21,17374299
-42,20303796;-21,17378898
-42,20311104;-21,17384703
-42,20320896;-21,17391597
-42,20328204;-21,17399697
-42,20334288;-21,17405403
-42,20337888;-21,17411199
-42,20342784;-21,17415798
-42,20346492;-21,17420397
-42,203538;-21,174273
-42,20358696;-21,17429604
-42,20363484;-21,17434203
-42,20368416;-21,17437704
-42,20373312;-21,17443401
-42,20376912;-21,17449197
-42,20392788;-21,17464101
-42,20397684;-21,17469897
-42,20402508;-21,17474496
-42,20407404;-21,174768
-42,20414712;-21,17482596
-42,20424504;-21,174849
-42,20430588;-21,17490597
-42,20434296;-21,17495196
-42,20441604;-21,17502198
-42,204465;-21,17504502
-42,20454996;-21,17510199
-42,20458704;-21,17514798
-42,20478216;-21,17533302
-42,20492796;-21,17543598
-42,20497692;-21,17549403
-42,20503812;-21,17554002
-42,20513604;-21,17560896
-42,20520912;-21,17565504
-42,20525808;-21,17568996
-42,20529408;-21,17574702
-42,20536716;-21,175839
-42,20539092;-21,17588499
-42,20545212;-21,17594304
-42,20550108;-21,17597697
-42,20555004;-21,17603502
-42,20557416;-21,17608101
-42,20565984;-21,17615004
-42,20569584;-21,17619603
-42,20576892;-21,17625399
-42,20579412;-21,17629998
-42,20586684;-21,176415
-42,20591508;-21,17646099
-42,206013;-21,17659896
-42,206049;-21,17664504
-42,20612316;-21,17669103
-42,206184;-21,17672496
-42,20626896;-21,17678301
-42,20634204;-21,176829
-42,20637912;-21,17688696
-42,20640288;-21,17695599
-42,20645184;-21,17702502
-42,20650008;-21,17708199
-42,20656092;-21,17715102
-42,206634;-21,17721996
-42,20669484;-21,17728899
-42,20674416;-21,17733498
-42,20676792;-21,17739303
-42,20679312;-21,17743902
-42,20682912;-21,17748501
-42,20687808;-21,17751903
-42,20692704;-21,17760003
-42,20695116;-21,17766897
-42,20696304;-21,17771496
-42,207012;-21,17776104
-42,20703612;-21,17780703
-42,20705988;-21,177864
-42,207084;-21,17797902
-42,20712108;-21,17803698
-42,20714484;-21,17811699
-42,20715708;-21,178197
-42,20719308;-21,178278
-42,20721792;-21,17833497
-42,20723016;-21,17839302
-42,20722908;-21,17851902
-42,20724096;-21,17858796
-42,20723988;-21,17882898
-42,207228;-21,17889702
-42,20720316;-21,17894301
-42,20720316;-21,17902401
-42,20717796;-21,17906901
-42,20717796;-21,17918403
-42,20718984;-21,17923002
-42,20718984;-21,17928699
-42,20717688;-21,17936799
-42,20721396;-21,17943702
-42,20722584;-21,17948301
-42,20722584;-21,179529
-42,20721288;-21,17959704
-42,20721288;-21,17964303
-42,20722512;-21,17970099
-42,20721216;-21,179781
-42,20721216;-21,179988
-42,20719884;-21,180033
-42,20719884;-21,18012498
-42,20722296;-21,18018303
-42,20721108;-21,18022803
-42,20721108;-21,18027402
-42,20719812;-21,18034296
-42,20719812;-21,18044601
-42,20718516;-21,18050397
-42,20718516;-21,18054996
-42,20717292;-21,18059604
-42,20717184;-21,18073302
-42,20715996;-21,18079098
-42,20715996;-21,18089403
-42,20717184;-21,18094002
-42,20717112;-21,18099699
-42,20719488;-21,18113496
-42,20722008;-21,18119202
-42,20723196;-21,18127302
-42,20725608;-21,18131901
-42,20725608;-21,18138804
-42,20729208;-21,18144501
-42,20730396;-21,18153699
-42,20730288;-21,18171996
-42,20727912;-21,18178899
-42,20726616;-21,18185802
-42,20724096;-21,18193803
-42,20724096;-21,18201903
-42,20722908;-21,18211002
-42,207228;-21,18235104
-42,20721504;-21,182409
-42,20720316;-21,18247704
-42,20717796;-21,18255804
-42,20714088;-21,18262599
-42,20714088;-21,18268404
-42,20712792;-21,18274101
-42,20712792;-21,18279897
-42,20711604;-21,18286701
-42,20711496;-21,18293604
-42,20710308;-21,18302802
-42,20707788;-21,18314304
-42,20706492;-21,18323403
-42,20704116;-21,18330297
-42,20704008;-21,18338298
-42,20702784;-21,18347496
-42,20701488;-21,18352104
-42,20699112;-21,18360096
-42,20696592;-21,18365901
-42,20692884;-21,18371598
-42,20692884;-21,18381903
-42,20689212;-21,18388797
-42,20684316;-21,183957
-42,20682984;-21,18403701
-42,20681688;-21,18415203
-42,206805;-21,18419703
-42,206805;-21,18424302
-42,20681688;-21,18419703
-42,20681688;-21,18424302
-42,206805;-21,18431196
-42,20678016;-21,18436902
-42,20671896;-21,18440403
-42,20668188;-21,18447198
-42,20666892;-21,18454101
-42,20663184;-21,18459798
-42,206571;-21,18466701
-42,20654616;-21,18478203
-42,20649684;-21,18487302
-42,20649612;-21,18494196
-42,20642304;-21,18508002
-42,20641008;-21,18514896
-42,20639712;-21,18522897
-42,206373;-21,185298
-42,20636004;-21,18535497
-42,20636004;-21,18543498
-42,20633484;-21,18550401
-42,20633484;-21,18556098
-42,20632296;-21,18561903
-42,20628588;-21,18566403
-42,20624916;-21,18574503
-42,20622396;-21,185802
-42,20621208;-21,18585897
-42,20618688;-21,18591702
-42,20619912;-21,18596301
-42,20624808;-21,186009
-42,20625996;-21,18605499
-42,20627184;-21,18612303
-42,20628408;-21,18618099
-42,20629596;-21,18625002
-42,20629596;-21,18630699
-42,20630784;-21,18635298
-42,20633196;-21,18642201
-42,20633088;-21,18663999
-42,206355;-21,18675501
-42,206355;-21,18688101
-42,20633016;-21,186927
-42,20634204;-21,18698397
-42,20633016;-21,187053
-42,20631684;-21,18710997
-42,20629308;-21,18715596
-42,20621892;-21,18724803
-42,20619408;-21,187305
-42,20618184;-21,18737403
-42,20613288;-21,18739698
-42,20605908;-21,18744198
-42,20601012;-21,18750003
-42,20594892;-21,18752199
-42,20589996;-21,18753396
-42,20583804;-21,18759102
-42,20577684;-21,187602
-42,20572788;-21,18761298
-42,20566704;-21,18764799
-42,20556912;-21,18769299
-42,20550792;-21,18769299
-42,20545896;-21,18770397
-42,20541;-21,18772701
-42,20534808;-21,18778398
-42,20509104;-21,18778299
-42,20502984;-21,18779496
-42,20498088;-21,18779496
-42,20493192;-21,18781701
-42,20490708;-21,18787497
-42,20484588;-21,18789702
-42,20479692;-21,18791997
-42,20473608;-21,18794301
-42,20466192;-21,18797703
-42,20460108;-21,18802302
-42,20455212;-21,18804597
-42,20449092;-21,18807999
-42,20444196;-21,18813696
-42,20436816;-21,18819402
-42,204294;-21,18821697
-42,20420904;-21,18825099
-42,204123;-21,18826197
-42,20404992;-21,18829599
-42,20399988;-21,18835404
-42,20393904;-21,18839904
-42,20386488;-21,188457
-42,20381592;-21,18851397
-42,20376696;-21,18854799
-42,20370612;-21,18858201
-42,20362008;-21,18865104
-42,20355888;-21,18869703
-42,20352216;-21,188754
-42,20348508;-21,18879999
-42,203448;-21,18885696
-42,20339904;-21,18890304
-42,20336196;-21,18894804
-42,20328816;-21,18901698
-42,20325108;-21,18906297
-42,20320212;-21,18913101
-42,20314092;-21,18920004
-42,20303004;-21,189303
-42,20298108;-21,18935997
-42,20293212;-21,18943998
-42,20288316;-21,18949803
-42,20282088;-21,18956598
-42,20274816;-21,18962304
-42,20262504;-21,18973797
-42,20257608;-21,18977199
-42,20251488;-21,18981798
-42,20246484;-21,18987504
-42,20242884;-21,18992103
-42,20236692;-21,19000104
-42,20231796;-21,19002399
-42,202269;-21,19005801
-42,20214588;-21,19012596
-42,20206092;-21,19018302
-42,201999;-21,19025196
-42,20192484;-21,19033197
-42,20188812;-21,19041198
-42,20185104;-21,19050396
-42,20178984;-21,19060701
-42,20172792;-21,19069899
-42,20164188;-21,190779
-42,20156916;-21,190824
-42,20151984;-21,19086999
-42,20148312;-21,19092696
-42,20145792;-21,19098501
-42,20142084;-21,19104198
-42,20139708;-21,19108797
-42,20134704;-21,19113297
-42,20128584;-21,19117896
-42,201225;-21,19123602
-42,20116308;-21,19127103
-42,20116308;-21,19131603
-42,20113896;-21,19137399
-42,20106516;-21,19143096
-42,20102808;-21,19147704
-42,20093016;-21,19156803
-42,20088084;-21,19166001
-42,20083116;-21,19174002
-42,20079408;-21,19178601
-42,20074512;-21,19183101
-42,20065908;-21,19190004
-42,200586;-21,19195701
-42,20043804;-21,19213998
-42,20041392;-21,19218597
-42,20034012;-21,19227804
-42,20026596;-21,19239198
-42,20024112;-21,19246101
-42,20020512;-21,192507
-42,20015508;-21,19256397
-42,20015508;-21,19260996
-42,20014284;-21,19265604
-42,20009388;-21,19270104
-42,20003196;-21,19272399
-42,199983;-21,19273596
-42,19993404;-21,19279302
-42,19986096;-21,19284999
-42,19982388;-21,19290696
-42,19978716;-21,19297599
-42,19973784;-21,19303296
-42,19968888;-21,19306698
-42,19963884;-21,19313601
-42,19958988;-21,19321602
-42,19956612;-21,19326201
-42,19950384;-21,193308
-42,19946712;-21,19336497
-42,199443;-21,193434
-42,19940592;-21,19350204
-42,19938108;-21,19356
-42,19930692;-21,19361697
-42,19925796;-21,19365099
-42,199209;-21,19376601
-42,19918416;-21,193812
-42,19913484;-21,193857
-42,19906104;-21,19394898
-42,19901208;-21,19401801
-42,198975;-21,19406301
-42,19896312;-21,194109
-42,19888896;-21,19416597
-42,19884;-21,19425804
-42,19880292;-21,19430403
-42,19876584;-21,19438404
-42,198705;-21,19445298
-42,19865604;-21,19451004
-42,19863084;-21,19455603
-42,198606;-21,194613
-42,19858188;-21,19465899
-42,19855704;-21,19471596
-42,19850808;-21,19479597
-42,19849512;-21,19484196
-42,198471;-21,19488804
-42,19844616;-21,19495698
-42,19843284;-21,19500198
-42,19838388;-21,19504797
-42,198372;-21,19509396
-42,19834716;-21,19517397
-42,19833492;-21,19523202
-42,19829784;-21,19528899
-42,19828488;-21,19533498
-42,19823592;-21,19539204
-42,19819884;-21,19544901
-42,198138;-21,19556403
-42,19810092;-21,195621
-42,19802712;-21,19566699
-42,19799004;-21,19572396
-42,19796592;-21,19579299
-42,19794108;-21,19584996
-42,19789212;-21,19590702
-42,19786692;-21,19595301
-42,19780608;-21,19603302
-42,19778088;-21,19607901
-42,19775604;-21,19613598
-42,19773192;-21,19618197
-42,19771896;-21,19623903
-42,19765812;-21,19631904
-42,19754688;-21,196422
-42,197535;-21,19646799
-42,197535;-21,19652604
-42,19752204;-21,19658301
-42,19748496;-21,19663998
-42,19747308;-21,19668597
-42,19744788;-21,19673196
-42,197436;-21,19677804
-42,19742304;-21,19685796
-42,19736184;-21,19692699
-42,19727616;-21,19698396
-42,19721496;-21,19701798
-42,19717788;-21,19708701
-42,19716492;-21,19714398
-42,19710408;-21,197178
-42,19715304;-21,19720104
-42,197202;-21,19723596
-42,19721388;-21,19729302
-42,19722612;-21,19733901
-42,19718904;-21,19742001
-42,19717608;-21,19747698
-42,19710192;-21,19761396
-42,19706484;-21,19775202
-42,19704;-21,19783203
-42,19701588;-21,197889
-42,19699104;-21,19797
-42,19689204;-21,19815297
-42,19684308;-21,19819896
-42,19681896;-21,19827897
-42,19678188;-21,19835898
-42,19675704;-21,19842801
-42,196707;-21,19854204
-42,196671;-21,1986
-42,19662096;-21,19865697
-42,196572;-21,198726
-42,19654788;-21,198771
-42,19651116;-21,19881699
-42,19648596;-21,19887396
-42,196437;-21,19896603
-42,19639992;-21,19901202
-42,19637508;-21,19905801
-42,19634988;-21,19911498
-42,19631388;-21,19916097
-42,19625196;-21,19922901
-42,19621488;-21,19928697
-42,19616592;-21,19934403
-42,19604316;-21,19941198
-42,19582284;-21,19951503
-42,19577388;-21,19956102
-42,19572492;-21,19962897
-42,19567596;-21,19965201
-42,19557696;-21,19968603
-42,19550388;-21,19973202
-42,19543008;-21,19978899
-42,195357;-21,199869
-42,19529508;-21,19990302
-42,19523388;-21,19992597
-42,19513596;-21,19997196
-42,19506216;-21,19999401
-42,19496388;-21,20006304
-42,19486596;-21,20012001
-42,19480512;-21,20015403
-42,19475616;-21,20018796
-42,19470684;-21,200211
-42,19455996;-21,20023404
-42,19449912;-21,20029101
-42,19444908;-21,20034798
-42,194376;-21,20045103
-42,19433892;-21,200508
-42,19428888;-21,20056596
-42,19423992;-21,200634
-42,19415388;-21,20072598
-42,19410492;-21,20076
-42,19408116;-21,20081697
-42,19401888;-21,200886
-42,19396992;-21,20092002
-42,19394508;-21,20097699
-42,193908;-21,20103504
-42,19388388;-21,20114898
-42,19387092;-21,20119497
-42,19387092;-21,20124096
-42,19385904;-21,20128704
-42,19385796;-21,201516
-42,19386984;-21,20156199
-42,19386984;-21,20160798
-42,19388208;-21,20166603
-42,193881;-21,20173497
-42,19389288;-21,20180301
-42,19389288;-21,201849
-42,19392996;-21,20190696
-42,19397784;-21,20199903
-42,19400196;-21,20206797
-42,19401492;-21,20211396
-42,19403904;-21,20222898
-42,19403796;-21,20233203
-42,19404984;-21,20241204
-42,19407396;-21,20248098
-42,19412292;-21,20255001
-42,19414704;-21,20260797
-42,19417188;-21,20265297
-42,194196;-21,20271102
-42,19422012;-21,20275701
-42,19425684;-21,202803
-42,19429284;-21,20285997
-42,19430508;-21,20291802
-42,19436592;-21,20297499
-42,19441488;-21,20303304
-42,19445088;-21,20309001
-42,19451208;-21,20318199
-42,19453692;-21,20322798
-42,19459812;-21,20327496
-42,19465896;-21,20330898
-42,19470684;-21,20334399
-42,19475616;-21,20336703
-42,194817;-21,20340096
-42,19489116;-21,20341302
-42,194952;-21,20347098
-42,194988;-21,20351697
-42,19503696;-21,20357403
-42,19509816;-21,20363199
-42,195159;-21,20366601
-42,19523208;-21,20370102
-42,19529292;-21,20374701
-42,19535412;-21,20378202
-42,195501;-21,20391999
-42,19556184;-21,20396598
-42,19564716;-21,20397804
-42,19579404;-21,20409297
-42,19585488;-21,20410503
-42,19591608;-21,20410503
-42,196014;-21,20415102
-42,19607484;-21,20418603
-42,19616016;-21,20425497
-42,19623288;-21,20427801
-42,19638012;-21,20430204
-42,19647804;-21,20434803
-42,196563;-21,20439402
-42,19668612;-21,20441697
-42,19679592;-21,204441
-42,19685712;-21,20447502
-42,19700292;-21,20454504
-42,19712604;-21,20456799
-42,19717392;-21,20457996
-42,19723584;-21,204603
-42,19729704;-21,20461398
-42,197346;-21,20462604
-42,19739388;-21,20464899
-42,19747992;-21,20467203
-42,197553;-21,20472999
-42,19761384;-21,204765
-42,19769988;-21,20478804
-42,19781004;-21,20482296
-42,197895;-21,204846
-42,19799292;-21,20489199
-42,19805412;-21,20489199
-42,19814016;-21,20490396
-42,198201;-21,204927
-42,19824996;-21,20496201
-42,198372;-21,20503104
-42,19843284;-21,20504301
-42,19853112;-21,205089
-42,19859196;-21,20510097
-42,19864092;-21,20511204
-42,19868988;-21,20514696
-42,19883604;-21,20521599
-42,19889688;-21,20522796
-42,19895808;-21,20528502
-42,19900704;-21,20529699
-42,19910496;-21,20536602
-42,19915392;-21,20541201
-42,19921512;-21,20542398
-42,19928784;-21,20546997
-42,19932492;-21,20552703
-42,19934904;-21,20557302
-42,19940988;-21,20562
-42,19945884;-21,20568903
-42,19953192;-21,205746
-42,19959312;-21,20576904
-42,19966584;-21,20580396
-42,19978788;-21,205827
-42,19987392;-21,20586201
-42,19992288;-21,20595399
-42,19993512;-21,20599998
-42,19999596;-21,20606901
-42,20005716;-21,20612697
-42,200118;-21,20617296
-42,20016588;-21,20621904
-42,20023896;-21,20627601
-42,20028792;-21,20635701
-42,20033688;-21,20636799
-42,20038584;-21,20642604
-42,20045892;-21,20647203
-42,20052012;-21,20654097
-42,20054388;-21,20662098
-42,200568;-21,20666697
-42,20060508;-21,20672502
-42,20064108;-21,20680503
-42,20062884;-21,20686299
-42,20067816;-21,20689701
-42,20071416;-21,20695497
-42,20073792;-21,20701203
-42,200775;-21,20708097
-42,200775;-21,20713902
-42,20078688;-21,20718501
-42,20078688;-21,20723001
-42,20079912;-21,20728797
-42,20082288;-21,20738004
-42,20087112;-21,20747202
-42,20087112;-21,20759802
-42,20089488;-21,20773599
-42,200919;-21,20779296
-42,20094312;-21,20783904
-42,20096796;-21,207897
-42,20097984;-21,20795397
-42,20100396;-21,20801103
-42,20101584;-21,20805702
-42,20101584;-21,20818401
-42,20102808;-21,20825196
-42,20103996;-21,20833296
-42,20103888;-21,20857398
-42,20105112;-21,20864301
-42,20105004;-21,208689
-42,201063;-21,208734
-42,20108712;-21,208815
-42,20108604;-21,20895297
-42,20106084;-21,20902101
-42,20104896;-21,20911299
-42,20104788;-21,20929704
-42,201036;-21,20936499
-42,20098596;-21,20948001
-42,20098596;-21,20956002
-42,20097408;-21,20962896
-42,200973;-21,20967504
-42,20096112;-21,20972103
-42,20096004;-21,20997303
-42,20093484;-21,21005403
-42,20091108;-21,21009903
-42,20092296;-21,21016797
